ID,TimeStamp,/ES,/NQ,/RTY,SPY,QQQ,IWM,AAPL,MSFT,NVDA,XLK,XLF,XLP,XLY,XTN,HYG,DB_Col_16,DB_Col_17,/ES volume,TLT,TLT volume
489377,2020-02-16 17:59:01.000,3380.5,9630.25,1687.2,337.6,234.64,167.9,324.95,185.35,289.79,101.96,31.17,64.79,131.69,65.8205,88.4,0,0,0,144.55,0
