TimeStamp,Ether
2020-08-03 09:30:00,382.77
2020-08-03 09:45:00,383.39
2020-08-03 10:00:00,380.55
2020-08-03 10:15:00,382.25
2020-08-03 10:30:00,382.46
2020-08-03 10:45:00,383.23
2020-08-03 11:00:00,385.45
2020-08-03 11:15:00,385.27
2020-08-03 11:30:00,389.05
2020-08-03 11:45:00,391.5
2020-08-03 12:00:00,390.97
2020-08-03 12:15:00,389.04
2020-08-03 12:30:00,388.01
2020-08-03 12:45:00,390.38
2020-08-03 13:00:00,389.45
2020-08-03 13:15:00,390.98
2020-08-03 13:30:00,391.75
2020-08-03 13:45:00,394.35
2020-08-03 14:00:00,393.2
2020-08-03 14:15:00,396.14
2020-08-03 14:30:00,396.09
2020-08-03 14:45:00,394.67
2020-08-03 15:00:00,394.17
2020-08-03 15:15:00,395.45
2020-08-03 15:30:00,394.3
2020-08-03 15:45:00,392.67
2020-08-03 16:00:00,393.66
2020-08-04 09:30:00,392.62
2020-08-04 09:45:00,391.59
2020-08-04 10:00:00,392.0
2020-08-04 10:15:00,391.75
2020-08-04 10:30:00,392.94
2020-08-04 10:45:00,392.61
2020-08-04 11:00:00,390.9
2020-08-04 11:15:00,393.29
2020-08-04 11:30:00,391.49
2020-08-04 11:45:00,390.08
2020-08-04 12:00:00,385.8
2020-08-04 12:15:00,387.35
2020-08-04 12:30:00,386.72
2020-08-04 12:45:00,387.09
2020-08-04 13:00:00,388.13
2020-08-04 13:15:00,386.0
2020-08-04 13:30:00,382.47
2020-08-04 13:45:00,383.17
2020-08-04 14:00:00,383.97
2020-08-04 14:15:00,387.05
2020-08-04 14:30:00,386.8
2020-08-04 14:45:00,388.73
2020-08-04 15:00:00,389.58
2020-08-04 15:15:00,391.0
2020-08-04 15:30:00,389.09
2020-08-04 15:45:00,390.67
2020-08-04 16:00:00,390.31
2020-08-05 09:30:00,391.8
2020-08-05 09:45:00,392.09
2020-08-05 10:00:00,393.2
2020-08-05 10:15:00,391.68
2020-08-05 10:30:00,391.42
2020-08-05 10:45:00,391.81
2020-08-05 11:00:00,392.53
2020-08-05 11:15:00,396.95
2020-08-05 11:30:00,394.92
2020-08-05 11:45:00,397.0
2020-08-05 12:00:00,397.34
2020-08-05 12:15:00,396.51
2020-08-05 12:30:00,395.43
2020-08-05 12:45:00,397.17
2020-08-05 13:00:00,398.95
2020-08-05 13:15:00,397.76
2020-08-05 13:30:00,399.43
2020-08-05 13:45:00,397.86
2020-08-05 14:00:00,398.96
2020-08-05 14:15:00,396.23
2020-08-05 14:30:00,394.88
2020-08-05 14:45:00,393.63
2020-08-05 15:00:00,394.34
2020-08-05 15:15:00,394.77
2020-08-05 15:30:00,395.95
2020-08-05 15:45:00,396.77
2020-08-05 16:00:00,395.3
2020-08-06 09:30:00,396.91
2020-08-06 09:45:00,396.19
2020-08-06 10:00:00,396.41
2020-08-06 10:15:00,395.46
2020-08-06 10:30:00,395.84
2020-08-06 10:45:00,394.66
2020-08-06 11:00:00,393.67
2020-08-06 11:15:00,394.05
2020-08-06 11:30:00,395.04
2020-08-06 11:45:00,395.15
2020-08-06 12:00:00,394.51
2020-08-06 12:15:00,395.86
2020-08-06 12:30:00,396.72
2020-08-06 12:45:00,396.77
2020-08-06 13:00:00,396.73
2020-08-06 13:15:00,395.91
2020-08-06 13:30:00,397.45
2020-08-06 13:45:00,399.4
2020-08-06 14:00:00,399.19
2020-08-06 14:15:00,396.81
2020-08-06 14:30:00,397.45
2020-08-06 14:45:00,396.9
2020-08-06 15:00:00,396.42
2020-08-06 15:15:00,399.5
2020-08-06 15:30:00,398.11
2020-08-06 15:45:00,397.94
2020-08-06 16:00:00,399.18
2020-08-07 09:30:00,396.56
2020-08-07 09:45:00,396.21
2020-08-07 10:00:00,395.88
2020-08-07 10:15:00,395.5
2020-08-07 10:30:00,395.64
2020-08-07 10:45:00,395.54
2020-08-07 11:00:00,394.75
2020-08-07 11:15:00,394.23
2020-08-07 11:30:00,393.92
2020-08-07 11:45:00,393.51
2020-08-07 12:00:00,394.11
2020-08-07 12:15:00,394.73
2020-08-07 12:30:00,392.94
2020-08-07 12:45:00,393.16
2020-08-07 13:00:00,394.62
2020-08-07 13:15:00,395.2
2020-08-07 13:30:00,394.42
2020-08-07 13:45:00,393.4
2020-08-07 14:00:00,393.97
2020-08-07 14:15:00,392.12
2020-08-07 14:30:00,383.83
2020-08-07 14:45:00,385.94
2020-08-07 15:00:00,384.9
2020-08-07 15:15:00,386.88
2020-08-07 15:30:00,386.39
2020-08-07 15:45:00,386.15
2020-08-07 16:00:00,385.47
2020-08-10 09:30:00,394.85
2020-08-10 09:45:00,394.61
2020-08-10 10:00:00,394.3
2020-08-10 10:15:00,394.73
2020-08-10 10:30:00,386.51
2020-08-10 10:45:00,390.97
2020-08-10 11:00:00,389.93
2020-08-10 11:15:00,390.69
2020-08-10 11:30:00,391.79
2020-08-10 11:45:00,391.46
2020-08-10 12:00:00,391.01
2020-08-10 12:15:00,391.81
2020-08-10 12:30:00,392.94
2020-08-10 12:45:00,393.78
2020-08-10 13:00:00,394.62
2020-08-10 13:15:00,394.17
2020-08-10 13:30:00,393.97
2020-08-10 13:45:00,394.7
2020-08-10 14:00:00,395.91
2020-08-10 14:15:00,395.39
2020-08-10 14:30:00,396.45
2020-08-10 14:45:00,394.74
2020-08-10 15:00:00,394.11
2020-08-10 15:15:00,394.93
2020-08-10 15:30:00,395.66
2020-08-10 15:45:00,393.44
2020-08-10 16:00:00,396.78
2020-08-11 09:30:00,390.89
2020-08-11 09:45:00,390.74
2020-08-11 10:00:00,389.57
2020-08-11 10:15:00,389.75
2020-08-11 10:30:00,390.77
2020-08-11 10:45:00,390.55
2020-08-11 11:00:00,390.68
2020-08-11 11:15:00,390.93
2020-08-11 11:30:00,392.08
2020-08-11 11:45:00,391.03
2020-08-11 12:00:00,391.46
2020-08-11 12:15:00,389.58
2020-08-11 12:30:00,389.21
2020-08-11 12:45:00,387.49
2020-08-11 13:00:00,386.9
2020-08-11 13:15:00,385.46
2020-08-11 13:30:00,384.09
2020-08-11 13:45:00,384.5
2020-08-11 14:00:00,388.95
2020-08-11 14:15:00,385.92
2020-08-11 14:30:00,386.66
2020-08-11 14:45:00,387.35
2020-08-11 15:00:00,385.6
2020-08-11 15:15:00,379.76
2020-08-11 15:30:00,384.96
2020-08-11 15:45:00,384.51
2020-08-11 16:00:00,382.26
2020-08-12 09:30:00,379.81
2020-08-12 09:45:00,380.52
2020-08-12 10:00:00,380.87
2020-08-12 10:15:00,381.1
2020-08-12 10:30:00,383.9
2020-08-12 10:45:00,383.13
2020-08-12 11:00:00,383.61
2020-08-12 11:15:00,382.95
2020-08-12 11:30:00,382.27
2020-08-12 11:45:00,382.5
2020-08-12 12:00:00,381.72
2020-08-12 12:15:00,380.85
2020-08-12 12:30:00,381.84
2020-08-12 12:45:00,383.12
2020-08-12 13:00:00,384.25
2020-08-12 13:15:00,383.61
2020-08-12 13:30:00,382.79
2020-08-12 13:45:00,383.98
2020-08-12 14:00:00,386.32
2020-08-12 14:15:00,384.83
2020-08-12 14:30:00,383.68
2020-08-12 14:45:00,384.18
2020-08-12 15:00:00,385.73
2020-08-12 15:15:00,384.95
2020-08-12 15:30:00,384.61
2020-08-12 15:45:00,384.19
2020-08-12 16:00:00,385.09
2020-08-13 09:30:00,381.45
2020-08-13 09:45:00,384.5
2020-08-13 10:00:00,386.4
2020-08-13 10:15:00,384.34
2020-08-13 10:30:00,385.01
2020-08-13 10:45:00,383.6
2020-08-13 11:00:00,388.49
2020-08-13 11:15:00,394.18
2020-08-13 11:30:00,395.27
2020-08-13 11:45:00,394.45
2020-08-13 12:00:00,393.85
2020-08-13 12:15:00,390.72
2020-08-13 12:30:00,392.45
2020-08-13 12:45:00,386.19
2020-08-13 13:00:00,388.68
2020-08-13 13:15:00,387.54
2020-08-13 13:30:00,389.36
2020-08-13 13:45:00,390.38
2020-08-13 14:00:00,390.8
2020-08-13 14:15:00,390.06
2020-08-13 14:30:00,390.81
2020-08-13 14:45:00,392.65
2020-08-13 15:00:00,392.6
2020-08-13 15:15:00,389.79
2020-08-13 15:30:00,389.34
2020-08-13 15:45:00,391.08
2020-08-13 16:00:00,392.57
2020-08-14 09:30:00,424.68
2020-08-14 09:45:00,423.19
2020-08-14 10:00:00,423.76
2020-08-14 10:15:00,424.97
2020-08-14 10:30:00,424.09
2020-08-14 10:45:00,424.69
2020-08-14 11:00:00,424.1
2020-08-14 11:15:00,425.56
2020-08-14 11:30:00,425.78
2020-08-14 11:45:00,426.34
2020-08-14 12:00:00,428.02
2020-08-14 12:15:00,426.96
2020-08-14 12:30:00,425.81
2020-08-14 12:45:00,427.59
2020-08-14 13:00:00,426.29
2020-08-14 13:15:00,424.67
2020-08-14 13:30:00,424.22
2020-08-14 13:45:00,424.15
2020-08-14 14:00:00,425.73
2020-08-14 14:15:00,422.37
2020-08-14 14:30:00,424.5
2020-08-14 14:45:00,425.4
2020-08-14 15:00:00,426.88
2020-08-14 15:15:00,424.88
2020-08-14 15:30:00,426.35
2020-08-14 15:45:00,426.87
2020-08-14 16:00:00,436.5
2020-08-17 09:30:00,428.14
2020-08-17 09:45:00,427.57
2020-08-17 10:00:00,425.94
2020-08-17 10:15:00,426.43
2020-08-17 10:30:00,427.95
2020-08-17 10:45:00,426.65
2020-08-17 11:00:00,425.85
2020-08-17 11:15:00,426.85
2020-08-17 11:30:00,426.62
2020-08-17 11:45:00,427.4
2020-08-17 12:00:00,428.15
2020-08-17 12:15:00,427.66
2020-08-17 12:30:00,428.65
2020-08-17 12:45:00,429.45
2020-08-17 13:00:00,426.2
2020-08-17 13:15:00,427.28
2020-08-17 13:30:00,425.83
2020-08-17 13:45:00,429.22
2020-08-17 14:00:00,429.81
2020-08-17 14:15:00,429.52
2020-08-17 14:30:00,428.12
2020-08-17 14:45:00,431.07
2020-08-17 15:00:00,431.37
2020-08-17 15:15:00,430.49
2020-08-17 15:30:00,431.4
2020-08-17 15:45:00,431.82
2020-08-17 16:00:00,440.87
2020-08-18 09:30:00,429.3
2020-08-18 09:45:00,429.21
2020-08-18 10:00:00,429.08
2020-08-18 10:15:00,429.13
2020-08-18 10:30:00,428.79
2020-08-18 10:45:00,431.04
2020-08-18 11:00:00,430.97
2020-08-18 11:15:00,431.49
2020-08-18 11:30:00,430.71
2020-08-18 11:45:00,429.02
2020-08-18 12:00:00,427.0
2020-08-18 12:15:00,427.35
2020-08-18 12:30:00,429.28
2020-08-18 12:45:00,428.13
2020-08-18 13:00:00,429.41
2020-08-18 13:15:00,429.07
2020-08-18 13:30:00,427.66
