TimeStamp,SPY
2020-08-03 09:30:00,326.52
2020-08-03 09:40:00,327.76
2020-08-03 09:50:00,328.03
2020-08-03 10:00:00,328.345
2020-08-03 10:10:00,328.99
2020-08-03 10:20:00,329.04
2020-08-03 10:30:00,328.61
2020-08-03 10:40:00,328.8067
2020-08-03 10:50:00,327.93
2020-08-03 11:00:00,328.23
2020-08-03 11:10:00,328.59
2020-08-03 11:20:00,328.825
2020-08-03 11:30:00,328.84
2020-08-03 11:40:00,329.11
2020-08-03 11:50:00,329.18
2020-08-03 12:00:00,329.06
2020-08-03 12:10:00,328.96
2020-08-03 12:20:00,329.005
2020-08-03 12:30:00,328.87
2020-08-03 12:40:00,328.92
2020-08-03 12:50:00,328.9777
2020-08-03 13:00:00,328.9
2020-08-03 13:10:00,328.99
2020-08-03 13:20:00,329.02
2020-08-03 13:30:00,329.1499
2020-08-03 13:40:00,329.0901
2020-08-03 13:50:00,328.93
2020-08-03 14:00:00,329.08
2020-08-03 14:10:00,328.91
2020-08-03 14:20:00,329.33
2020-08-03 14:30:00,329.41
2020-08-03 14:40:00,329.58
2020-08-03 14:50:00,329.405
2020-08-03 15:00:00,329.46
2020-08-03 15:10:00,329.3201
2020-08-03 15:20:00,328.9
2020-08-03 15:30:00,328.995
2020-08-03 15:40:00,329.031
2020-08-03 15:50:00,329.135
2020-08-03 16:00:00,328.81
2020-08-04 09:30:00,328.79
2020-08-04 09:40:00,328.18
2020-08-04 09:50:00,328.635
2020-08-04 10:00:00,328.65
2020-08-04 10:10:00,329.25
2020-08-04 10:20:00,329.09
2020-08-04 10:30:00,328.77
2020-08-04 10:40:00,328.94
2020-08-04 10:50:00,329.38
2020-08-04 11:00:00,329.38
2020-08-04 11:10:00,329.27
2020-08-04 11:20:00,329.6101
2020-08-04 11:30:00,329.415
2020-08-04 11:40:00,329.32
2020-08-04 11:50:00,329.4
2020-08-04 12:00:00,329.4275
2020-08-04 12:10:00,329.005
2020-08-04 12:20:00,328.9
2020-08-04 12:30:00,329.14
2020-08-04 12:40:00,329.02
2020-08-04 12:50:00,329.08
2020-08-04 13:00:00,328.92
2020-08-04 13:10:00,328.88
2020-08-04 13:20:00,329.355
2020-08-04 13:30:00,329.28
2020-08-04 13:40:00,329.285
2020-08-04 13:50:00,329.1
2020-08-04 14:00:00,329.33
2020-08-04 14:10:00,329.26
2020-08-04 14:20:00,329.155
2020-08-04 14:30:00,328.67
2020-08-04 14:40:00,327.96
2020-08-04 14:50:00,328.525
2020-08-04 15:00:00,328.9839
2020-08-04 15:10:00,329.005
2020-08-04 15:20:00,329.06
2020-08-04 15:30:00,329.15
2020-08-04 15:40:00,329.2
2020-08-04 15:50:00,329.365
2020-08-04 16:00:00,330.02
2020-08-05 09:30:00,330.06
2020-08-05 09:40:00,331.6236
2020-08-05 09:50:00,331.59
2020-08-05 10:00:00,331.88
2020-08-05 10:10:00,331.99
2020-08-05 10:20:00,331.88
2020-08-05 10:30:00,332.0
2020-08-05 10:40:00,331.75
2020-08-05 10:50:00,331.98
2020-08-05 11:00:00,331.86
2020-08-05 11:10:00,332.3
2020-08-05 11:20:00,332.205
2020-08-05 11:30:00,332.03
2020-08-05 11:40:00,332.2
2020-08-05 11:50:00,331.84
2020-08-05 12:00:00,331.64
2020-08-05 12:10:00,331.79
2020-08-05 12:20:00,331.83
2020-08-05 12:30:00,331.5
2020-08-05 12:40:00,331.7848
2020-08-05 12:50:00,331.76
2020-08-05 13:00:00,331.8
2020-08-05 13:10:00,331.74
2020-08-05 13:20:00,331.849
2020-08-05 13:30:00,331.87
2020-08-05 13:40:00,331.925
2020-08-05 13:50:00,331.775
2020-08-05 14:00:00,331.885
2020-08-05 14:10:00,331.99
2020-08-05 14:20:00,331.97
2020-08-05 14:30:00,332.1
2020-08-05 14:40:00,332.13
2020-08-05 14:50:00,331.95
2020-08-05 15:00:00,331.88
2020-08-05 15:10:00,331.69
2020-08-05 15:20:00,331.835
2020-08-05 15:30:00,331.76
2020-08-05 15:40:00,331.8742
2020-08-05 15:50:00,331.28
2020-08-05 16:00:00,332.095
2020-08-06 09:30:00,332.11
2020-08-06 09:40:00,331.4
2020-08-06 09:50:00,331.8
2020-08-06 10:00:00,332.26
2020-08-06 10:10:00,332.12
2020-08-06 10:20:00,332.31
2020-08-06 10:30:00,332.47
2020-08-06 10:40:00,331.99
2020-08-06 10:50:00,331.4601
2020-08-06 11:00:00,331.75
2020-08-06 11:10:00,331.91
2020-08-06 11:20:00,331.81
2020-08-06 11:30:00,331.59
2020-08-06 11:40:00,331.5879
2020-08-06 11:50:00,331.6615
2020-08-06 12:00:00,331.65
2020-08-06 12:10:00,331.93
2020-08-06 12:20:00,332.0
2020-08-06 12:30:00,332.07
2020-08-06 12:40:00,332.14
2020-08-06 12:50:00,332.18
2020-08-06 13:00:00,332.42
2020-08-06 13:10:00,332.36
2020-08-06 13:20:00,332.3401
2020-08-06 13:30:00,332.48
2020-08-06 13:40:00,332.48
2020-08-06 13:50:00,332.73
2020-08-06 14:00:00,332.81
2020-08-06 14:10:00,333.33
2020-08-06 14:20:00,333.35
2020-08-06 14:30:00,333.6259
2020-08-06 14:40:00,333.88
2020-08-06 14:50:00,333.9401
2020-08-06 15:00:00,333.995
2020-08-06 15:10:00,333.95
2020-08-06 15:20:00,334.42
2020-08-06 15:30:00,334.13
2020-08-06 15:40:00,334.2
2020-08-06 15:50:00,333.8
2020-08-06 16:00:00,334.3
2020-08-07 09:30:00,334.33
2020-08-07 09:40:00,333.1433
2020-08-07 09:50:00,333.885
2020-08-07 10:00:00,333.94
2020-08-07 10:10:00,333.86
2020-08-07 10:20:00,333.46
2020-08-07 10:30:00,333.71
2020-08-07 10:40:00,334.1
2020-08-07 10:50:00,334.23
2020-08-07 11:00:00,334.375
2020-08-07 11:10:00,334.53
2020-08-07 11:20:00,333.87
2020-08-07 11:30:00,333.76
2020-08-07 11:40:00,334.12
2020-08-07 11:50:00,334.15
2020-08-07 12:00:00,333.55
2020-08-07 12:10:00,333.55
2020-08-07 12:20:00,333.85
2020-08-07 12:30:00,334.33
2020-08-07 12:40:00,334.4301
2020-08-07 12:50:00,334.05
2020-08-07 13:00:00,333.9
2020-08-07 13:10:00,333.215
2020-08-07 13:20:00,333.22
2020-08-07 13:30:00,333.65
2020-08-07 13:40:00,334.01
2020-08-07 13:50:00,333.39
2020-08-07 14:00:00,333.01
2020-08-07 14:10:00,332.82
2020-08-07 14:20:00,332.67
2020-08-07 14:30:00,332.48
