TimeStamp,Ether
2017-08-25 10:00:00,330.11
2017-08-25 10:15:00,329.56
2017-08-25 10:30:00,329.7
2017-08-25 10:45:00,330.49
2017-08-25 11:00:00,331.69
2017-08-25 11:15:00,329.92
2017-08-25 11:30:00,329.91
2017-08-25 11:45:00,328.59
2017-08-25 12:00:00,329.68
2017-08-25 12:15:00,329.68
2017-08-25 12:30:00,333.07
2017-08-25 12:45:00,333.5
2017-08-25 13:00:00,333.32
2017-08-25 13:15:00,331.03
2017-08-25 13:30:00,332.43
2017-08-25 13:45:00,330.68
2017-08-25 14:00:00,332.89
2017-08-25 14:15:00,332.0
2017-08-25 14:30:00,331.68
2017-08-25 14:45:00,330.67
2017-08-25 15:00:00,332.57
2017-08-25 15:15:00,333.3
2017-08-25 15:30:00,333.66
2017-08-25 15:45:00,333.16
2017-08-25 16:00:00,335.29
2017-08-28 09:30:00,339.25
2017-08-28 09:45:00,337.86
2017-08-28 10:00:00,340.48
2017-08-28 10:15:00,337.72
2017-08-28 10:30:00,339.36
2017-08-28 10:45:00,339.81
2017-08-28 11:00:00,339.81
2017-08-28 11:15:00,338.85
2017-08-28 11:30:00,339.86
2017-08-28 11:45:00,338.84
2017-08-28 12:00:00,339.62
2017-08-28 12:15:00,342.4
2017-08-28 12:30:00,341.45
2017-08-28 12:45:00,341.65
2017-08-28 13:00:00,347.33
2017-08-28 13:15:00,343.12
2017-08-28 13:30:00,343.1
2017-08-28 13:45:00,341.64
2017-08-28 14:00:00,342.19
2017-08-28 14:15:00,344.08
2017-08-28 14:30:00,342.0
2017-08-28 14:45:00,342.8
2017-08-28 15:00:00,342.95
2017-08-28 15:15:00,345.0
2017-08-28 15:30:00,344.05
2017-08-28 15:45:00,343.78
2017-08-28 16:00:00,341.83
2017-08-29 09:30:00,359.37
2017-08-29 09:45:00,357.58
2017-08-29 10:00:00,362.0
2017-08-29 10:15:00,363.0
2017-08-29 10:30:00,364.73
2017-08-29 10:45:00,362.56
2017-08-29 11:00:00,365.29
2017-08-29 11:15:00,359.65
2017-08-29 11:30:00,360.29
2017-08-29 11:45:00,356.74
2017-08-29 12:00:00,358.1
2017-08-29 12:15:00,362.5
2017-08-29 12:30:00,359.86
2017-08-29 12:45:00,359.87
2017-08-29 13:00:00,362.0
2017-08-29 13:15:00,360.11
2017-08-29 13:30:00,362.88
2017-08-29 13:45:00,363.98
2017-08-29 14:00:00,364.36
2017-08-29 14:15:00,364.09
2017-08-29 14:30:00,361.7
2017-08-29 14:45:00,361.86
2017-08-29 15:00:00,362.17
2017-08-29 15:15:00,365.4
2017-08-29 15:30:00,365.87
2017-08-29 15:45:00,367.38
2017-08-29 16:00:00,365.74
2017-08-30 09:30:00,375.51
2017-08-30 09:45:00,371.98
2017-08-30 10:00:00,367.15
2017-08-30 10:15:00,369.19
2017-08-30 10:30:00,365.55
2017-08-30 10:45:00,371.68
2017-08-30 11:00:00,371.62
2017-08-30 11:15:00,374.6
