TimeStamp,Price
2020-07-30 12:20:00,323.6898
2020-07-30 12:30:00,323.3918
2020-07-30 12:40:00,323.4
2020-07-30 12:50:00,323.5675
2020-07-30 13:00:00,323.57
2020-07-30 13:10:00,323.86
2020-07-30 13:20:00,324.29
2020-07-30 13:30:00,323.73
2020-07-30 13:40:00,323.16
2020-07-30 13:50:00,323.3267
2020-07-30 14:00:00,323.715
2020-07-30 14:10:00,323.84
2020-07-30 14:20:00,323.43
2020-07-30 14:30:00,323.44
2020-07-30 14:40:00,323.86
2020-07-30 14:50:00,324.13
2020-07-30 15:00:00,323.9
2020-07-30 15:10:00,323.5
2020-07-30 15:20:00,324.18
2020-07-30 15:30:00,324.25
2020-07-30 15:40:00,323.8818
2020-07-30 15:50:00,323.66
2020-07-30 16:00:00,324.01
2020-07-31 09:30:00,323.96
2020-07-31 09:40:00,324.52
2020-07-31 09:50:00,324.66
2020-07-31 10:00:00,324.695
2020-07-31 10:10:00,323.935
2020-07-31 10:20:00,322.86
2020-07-31 10:30:00,322.75
2020-07-31 10:40:00,323.375
2020-07-31 10:50:00,323.08
2020-07-31 11:00:00,323.305
2020-07-31 11:10:00,323.15
2020-07-31 11:20:00,324.352
2020-07-31 11:30:00,324.14
2020-07-31 11:40:00,323.7999
2020-07-31 11:50:00,324.01
2020-07-31 12:00:00,323.26
2020-07-31 12:10:00,322.61
2020-07-31 12:20:00,322.48
2020-07-31 12:30:00,322.89
2020-07-31 12:40:00,321.77
2020-07-31 12:50:00,321.86
2020-07-31 13:00:00,321.71
2020-07-31 13:10:00,322.05
2020-07-31 13:20:00,322.01
2020-07-31 13:30:00,322.73
2020-07-31 13:40:00,322.365
2020-07-31 13:50:00,322.91
2020-07-31 14:00:00,322.5964
2020-07-31 14:10:00,322.11
2020-07-31 14:20:00,322.08
2020-07-31 14:30:00,322.59
2020-07-31 14:40:00,322.8984
2020-07-31 14:50:00,323.21
2020-07-31 15:00:00,323.91
2020-07-31 15:10:00,324.34
2020-07-31 15:20:00,324.44
2020-07-31 15:30:00,324.6007
2020-07-31 15:40:00,324.735
2020-07-31 15:50:00,325.37
2020-07-31 16:00:00,326.46
2020-08-03 09:30:00,326.52
2020-08-03 09:40:00,327.76
2020-08-03 09:50:00,328.03
2020-08-03 10:00:00,328.345
2020-08-03 10:10:00,328.99
2020-08-03 10:20:00,329.04
2020-08-03 10:30:00,328.61
2020-08-03 10:40:00,328.8067
2020-08-03 10:50:00,327.93
2020-08-03 11:00:00,328.23
2020-08-03 11:10:00,328.59
2020-08-03 11:20:00,328.825
2020-08-03 11:30:00,328.84
2020-08-03 11:40:00,329.11
2020-08-03 11:50:00,329.18
2020-08-03 12:00:00,329.06
2020-08-03 12:10:00,328.96
2020-08-03 12:20:00,329.005
