TimeStamp,SPY
2020-06-15 09:30:00,304.21
2020-06-15 09:40:00,298.895
2020-06-15 09:50:00,298.674
2020-06-15 10:00:00,300.0
2020-06-15 10:10:00,300.9067
2020-06-15 10:20:00,301.15
2020-06-15 10:30:00,300.0
2020-06-15 10:40:00,299.7
2020-06-15 10:50:00,301.12
2020-06-15 11:00:00,300.88
2020-06-15 11:10:00,302.3099
2020-06-15 11:20:00,301.84
2020-06-15 11:30:00,301.77
2020-06-15 11:40:00,301.9099
2020-06-15 11:50:00,301.45
2020-06-15 12:00:00,301.92
2020-06-15 12:10:00,303.18
2020-06-15 12:20:00,303.47
2020-06-15 12:30:00,303.53
2020-06-15 12:40:00,303.551
2020-06-15 12:50:00,304.01
2020-06-15 13:00:00,304.36
2020-06-15 13:10:00,304.87
2020-06-15 13:20:00,304.75
2020-06-15 13:30:00,304.46
2020-06-15 13:40:00,304.62
2020-06-15 13:50:00,303.84
2020-06-15 14:00:00,304.0
2020-06-15 14:10:00,306.92
2020-06-15 14:20:00,308.0357
2020-06-15 14:30:00,307.92
2020-06-15 14:40:00,307.33
2020-06-15 14:50:00,307.39
2020-06-15 15:00:00,306.75
2020-06-15 15:10:00,307.14
2020-06-15 15:20:00,306.8944
2020-06-15 15:30:00,305.9
2020-06-15 15:40:00,305.34
2020-06-15 15:50:00,305.86
2020-06-15 16:00:00,306.94
2020-06-16 09:30:00,307.05
2020-06-16 09:40:00,314.53
2020-06-16 09:50:00,314.28
2020-06-16 10:00:00,314.64
2020-06-16 10:10:00,314.94
2020-06-16 10:20:00,315.28
2020-06-16 10:30:00,315.42
2020-06-16 10:40:00,314.06
2020-06-16 10:50:00,313.56
2020-06-16 11:00:00,309.18
2020-06-16 11:10:00,311.13
2020-06-16 11:20:00,311.92
2020-06-16 11:30:00,312.37
2020-06-16 11:40:00,312.18
2020-06-16 11:50:00,313.28
2020-06-16 12:00:00,312.21
2020-06-16 12:10:00,311.63
2020-06-16 12:20:00,311.91
2020-06-16 12:30:00,312.71
2020-06-16 12:40:00,313.85
2020-06-16 12:50:00,313.62
2020-06-16 13:00:00,313.59
2020-06-16 13:10:00,313.61
2020-06-16 13:20:00,314.046
2020-06-16 13:30:00,313.7201
2020-06-16 13:40:00,312.88
2020-06-16 13:50:00,313.151
2020-06-16 14:00:00,312.68
2020-06-16 14:10:00,313.31
2020-06-16 14:20:00,313.98
2020-06-16 14:30:00,313.42
2020-06-16 14:40:00,313.56
2020-06-16 14:50:00,313.3
2020-06-16 15:00:00,313.09
2020-06-16 15:10:00,311.85
2020-06-16 15:20:00,310.8869
2020-06-16 15:30:00,312.1
2020-06-16 15:40:00,312.1501
2020-06-16 15:50:00,311.64
2020-06-16 16:00:00,312.435
2020-06-17 09:30:00,312.96
2020-06-17 09:40:00,312.83
2020-06-17 09:50:00,313.63
2020-06-17 10:00:00,312.67
2020-06-17 10:10:00,313.09
2020-06-17 10:20:00,311.69
2020-06-17 10:30:00,311.57
2020-06-17 10:40:00,312.32
2020-06-17 10:50:00,312.5
2020-06-17 11:00:00,312.86
2020-06-17 11:10:00,312.75
2020-06-17 11:20:00,312.46
2020-06-17 11:30:00,312.29
2020-06-17 11:40:00,312.64
2020-06-17 11:50:00,312.75
2020-06-17 12:00:00,313.12
2020-06-17 12:10:00,312.987
2020-06-17 12:20:00,312.82
2020-06-17 12:30:00,312.885
2020-06-17 12:40:00,313.62
2020-06-17 12:50:00,313.52
2020-06-17 13:00:00,313.54
2020-06-17 13:10:00,313.96
2020-06-17 13:20:00,313.73
2020-06-17 13:30:00,314.02
2020-06-17 13:40:00,314.33
2020-06-17 13:50:00,314.23
2020-06-17 14:00:00,313.8
2020-06-17 14:10:00,313.83
2020-06-17 14:20:00,313.45
2020-06-17 14:30:00,313.72
2020-06-17 14:40:00,313.65
2020-06-17 14:50:00,313.76
2020-06-17 15:00:00,313.025
2020-06-17 15:10:00,312.86
2020-06-17 15:20:00,312.5
2020-06-17 15:30:00,311.84
2020-06-17 15:40:00,312.11
2020-06-17 15:50:00,311.06
2020-06-17 16:00:00,311.86
2020-06-18 09:30:00,311.66
2020-06-18 09:40:00,310.67
2020-06-18 09:50:00,311.45
2020-06-18 10:00:00,310.78
2020-06-18 10:10:00,311.74
2020-06-18 10:20:00,311.595
2020-06-18 10:30:00,311.1001
2020-06-18 10:40:00,311.53
2020-06-18 10:50:00,311.77
2020-06-18 11:00:00,312.195
2020-06-18 11:10:00,311.91
2020-06-18 11:20:00,311.99
2020-06-18 11:30:00,311.74
2020-06-18 11:40:00,311.2125
2020-06-18 11:50:00,311.38
2020-06-18 12:00:00,310.92
2020-06-18 12:10:00,310.96
2020-06-18 12:20:00,310.9
2020-06-18 12:30:00,311.4
2020-06-18 12:40:00,311.03
2020-06-18 12:50:00,311.21
2020-06-18 13:00:00,311.39
2020-06-18 13:10:00,311.5
2020-06-18 13:20:00,311.62
2020-06-18 13:30:00,311.57
2020-06-18 13:40:00,311.97
2020-06-18 13:50:00,311.7901
2020-06-18 14:00:00,311.86
2020-06-18 14:10:00,310.95
2020-06-18 14:20:00,311.03
2020-06-18 14:30:00,311.21
2020-06-18 14:40:00,311.3
2020-06-18 14:50:00,310.92
2020-06-18 15:00:00,310.52
2020-06-18 15:10:00,310.584
2020-06-18 15:20:00,310.48
2020-06-18 15:30:00,310.77
2020-06-18 15:40:00,311.3
2020-06-18 15:50:00,311.04
2020-06-18 16:00:00,311.8
2020-06-19 09:30:00,310.4138
2020-06-19 09:40:00,313.91
2020-06-19 09:50:00,313.7101
2020-06-19 10:00:00,312.91
2020-06-19 10:10:00,313.16
2020-06-19 10:20:00,313.23
2020-06-19 10:30:00,313.05
2020-06-19 10:40:00,312.73
2020-06-19 10:50:00,312.72
2020-06-19 11:00:00,312.25
2020-06-19 11:10:00,312.541
2020-06-19 11:20:00,312.045
2020-06-19 11:30:00,312.25
2020-06-19 11:40:00,311.85
2020-06-19 11:50:00,311.965
2020-06-19 12:00:00,311.72
2020-06-19 12:10:00,310.945
