Datetime,hour,france,italy,belgium,spain,uk,germany
2010-01-17 5:00,05:00 - 06:00,222.78,222.78,156.75,222.78,192.26,36.16
2010-01-17 6:00,06:00 - 07:00,249.93,237.3,192.1,249.93,195,92.03
2010-01-17 7:00,07:00 - 08:00,297.21,258.9,214.59,272.52,207,102.8
2010-01-17 8:00,08:00 - 09:00,290,290,203,264.36,223.27,126
2010-01-17 9:00,09:00 - 10:00,306.09,280,245,253.83,249,100.9
2010-01-17 10:00,10:00 - 11:00,288.72,273,176.6,241.11,249.5,112.03
2010-01-17 11:00,11:00 - 12:00,272.94,260.89,100,235.63,234.27,111.25
2010-01-17 12:00,12:00 - 13:00,279.97,233.77,121,235.63,227,100.58
2010-01-17 13:00,13:00 - 14:00,255.46,250,177.7,235.16,225,111.65
2010-01-17 14:00,14:00 - 15:00,253.64,253.64,202.14,234.03,229,127.38
2010-01-17 15:00,15:00 - 16:00,256.99,256.99,245.6,229.11,229,168.85
2010-01-17 16:00,16:00 - 17:00,264.73,264.73,231.94,235.01,228.11,199.85
2010-01-17 17:00,17:00 - 18:00,276.49,276.49,292.13,248.63,232,249.99
2010-01-17 18:00,18:00 - 19:00,299.03,299.03,298.83,264.21,250,254.37
2010-01-17 19:00,19:00 - 20:00,288.69,288.69,260.6,285.68,229,237.28
2010-01-17 20:00,20:00 - 21:00,277.01,260,298.88,277.01,218.96,220
2010-01-17 21:00,21:00 - 22:00,257.64,233.77,200.01,257.64,200.42,215.94
2010-01-17 22:00,22:00 - 23:00,248.63,230.13,254.8,248.63,215.74,209.16
2010-01-17 23:00,23:00 - 00:00,229.6,218.85,212.82,229.6,187,180
2010-01-18 0:00,00:00 - 01:00,213.9,213.9,228,213.9,196.89,188.94
2010-01-18 1:00,01:00 - 02:00,203.27,203.27,203.05,203.27,190.04,192.68
2010-01-18 2:00,02:00 - 03:00,200.48,200.48,190.95,200.48,187.91,180.09
2010-01-18 3:00,03:00 - 04:00,194.52,194.52,186.07,194.52,180,188.09
2010-01-18 4:00,04:00 - 05:00,193.99,193.99,193.99,193.99,169.58,193.99
2010-01-18 5:00,05:00 - 06:00,205,205,203.76,205,170.41,205.07
2010-01-18 6:00,06:00 - 07:00,229.1,229.1,229.1,223.94,176.41,229.1
2010-01-18 7:00,07:00 - 08:00,274.05,274.05,273.36,227.84,192,273.71
2010-01-18 8:00,08:00 - 09:00,294.4,294.4,294.4,235.42,203,294.4
2010-01-18 9:00,09:00 - 10:00,290.64,290.64,290.64,231.78,215,290.64
2010-01-18 10:00,10:00 - 11:00,275.4,275.4,275.4,221.34,219.47,275.4
2010-01-18 11:00,11:00 - 12:00,265.1,265.1,265.1,217.44,215,265.1
2010-01-18 12:00,12:00 - 13:00,250,250,250,216.73,210.67,250
2010-01-18 13:00,13:00 - 14:00,244.27,244.27,244.27,216.73,210,244.27
2010-01-18 14:00,14:00 - 15:00,243.02,243.02,243.02,215.42,206.35,243.02
2010-01-18 15:00,15:00 - 16:00,249.22,249.22,249.22,212.24,213.46,249.22
2010-01-18 16:00,16:00 - 17:00,260,260,236,218,219.47,260
2010-01-18 17:00,17:00 - 18:00,278,278,278,231.78,263.12,278
2010-01-18 18:00,18:00 - 19:00,294.36,294.36,276.39,254.81,275.29,276.39
2010-01-18 19:00,19:00 - 20:00,278.41,278.41,247,272.22,257.68,255.03
2010-01-18 20:00,20:00 - 21:00,259.29,259.29,252.58,259.29,234.63,237.28
2010-01-18 21:00,21:00 - 22:00,240,240,224.19,240,217.88,224.19
2010-01-18 22:00,22:00 - 23:00,225.84,225.84,234,225.84,214,190.78
2010-01-18 23:00,23:00 - 00:00,213.54,213.54,200,213.54,195.23,175.49
2010-01-19 0:00,00:00 - 01:00,211.77,199.46,199.21,224.68,192,169.01
2010-01-19 1:00,01:00 - 02:00,199.85,197,189.2,215.46,180,163.48
2010-01-19 2:00,02:00 - 03:00,203.69,195,191.8,203.69,177.31,162.93
2010-01-19 3:00,03:00 - 04:00,193.91,193.91,184,193.91,158.54,160.01
2010-01-19 4:00,04:00 - 05:00,188.7,188.7,179.12,188.7,157.56,163.16
2010-01-19 5:00,05:00 - 06:00,195.36,195.36,187,195.36,160,165.59
2010-01-19 6:00,06:00 - 07:00,222.81,222.81,190,222.81,165.65,198.39
2010-01-19 7:00,07:00 - 08:00,283.8,283.8,198.62,226.95,189,227.42
2010-01-19 8:00,08:00 - 09:00,285.36,285.36,249.46,239.14,216,261.65
2010-01-19 9:00,09:00 - 10:00,270.11,270.11,243.72,230.85,219.96,252.67
2010-01-19 10:00,10:00 - 11:00,272.63,272.63,251.5,216.18,225,221.75
2010-01-19 11:00,11:00 - 12:00,278.02,278.02,229,207.56,215,193.62
2010-01-19 12:00,12:00 - 13:00,256,256,156.35,207.56,206.53,170.14
2010-01-19 13:00,13:00 - 14:00,240,240,128.29,206.96,199,160.47
2010-01-19 14:00,14:00 - 15:00,229.39,229.39,164.35,180.3,188.53,164.13
2010-01-19 15:00,15:00 - 16:00,235.31,235.31,205.4,179.64,192,180.5
2010-01-19 16:00,16:00 - 17:00,229.06,250,203,184.2,189,179.26
2010-01-19 17:00,17:00 - 18:00,236,270,253.77,217.64,228,173.99
2010-01-19 18:00,18:00 - 19:00,282.7,282.7,255.4,238.1,258,167.34
2010-01-19 19:00,19:00 - 20:00,273.89,273.89,176,259.81,255,135.61
2010-01-19 20:00,20:00 - 21:00,254.21,254.21,93.07,254.21,239.57,125.05
2010-01-19 21:00,21:00 - 22:00,222.26,222.26,151,222.26,220.89,120.9
2010-01-19 22:00,22:00 - 23:00,208.8,208.8,205,208.8,225,118.08
2010-01-19 23:00,23:00 - 00:00,191.09,191.09,208.6,191.09,200,97.16
2010-01-20 0:00,00:00 - 01:00,194.18,191.78,152.59,194.18,188,90.05
2010-01-20 1:00,01:00 - 02:00,185.18,185.18,143.59,185.18,186.98,78.94
2010-01-20 2:00,02:00 - 03:00,179.53,179.53,136.33,179.53,184.3,75.05
2010-01-20 3:00,03:00 - 04:00,171.43,171.43,131.23,171.43,181.23,72.13
2010-01-20 4:00,04:00 - 05:00,168.18,168.18,129.31,168.18,181.23,70.99
2010-01-20 5:00,05:00 - 06:00,181.5,181.5,141.99,176.44,188,87.7
2010-01-20 6:00,06:00 - 07:00,212.34,212.34,168.28,185.01,206.18,96.26
2010-01-20 7:00,07:00 - 08:00,257.23,257.23,215.96,206.41,203.68,118.95
2010-01-20 8:00,08:00 - 09:00,272.9,272.9,230.6,218.11,204.09,140.51
2010-01-20 9:00,09:00 - 10:00,281.62,281.62,236.25,216.81,240.4,130.27
2010-01-20 10:00,10:00 - 11:00,269.14,269.14,200,206.41,245.72,128.47
2010-01-20 11:00,11:00 - 12:00,268.78,268.78,204.47,185.21,228.42,111.95
2010-01-20 12:00,12:00 - 13:00,262,262,122.57,172.66,229.05,94.15
2010-01-20 13:00,13:00 - 14:00,242.02,242.02,174.64,172.01,229.6,85.54
2010-01-20 14:00,14:00 - 15:00,229,229,172.64,163.11,221,105.37
2010-01-20 15:00,15:00 - 16:00,219.91,219.91,182.63,160.69,218.62,111.32
2010-01-20 16:00,16:00 - 17:00,227,229.1,186.69,164.05,232.5,134.86
2010-01-20 17:00,17:00 - 18:00,248.51,248.51,200.35,202.51,261,176.05
2010-01-20 18:00,18:00 - 19:00,265,265,230,215.51,314,192.74
2010-01-20 19:00,19:00 - 20:00,265.45,265.45,187.64,239.38,299,180
2010-01-20 20:00,20:00 - 21:00,246.1,246.1,200.59,220.63,263,152.33
2010-01-20 21:00,21:00 - 22:00,220.56,220.56,181.4,209.01,234.12,137.91
2010-01-20 22:00,22:00 - 23:00,206.12,206.12,179.43,186.44,210,131.76
2010-01-20 23:00,23:00 - 00:00,198.75,196.8,170.22,176.44,208.78,121.39
2010-01-21 0:00,00:00 - 01:00,197.6,197.6,179.58,180,205.84,119.19
2010-01-21 1:00,01:00 - 02:00,187,187,173.17,162.97,203.2,117.87
2010-01-21 2:00,02:00 - 03:00,192.99,183.14,158.83,159.5,198.02,110.92
2010-01-21 3:00,03:00 - 04:00,186.69,182.07,156.39,154.7,189.42,113.14
2010-01-21 4:00,04:00 - 05:00,182.3,182.3,157.58,154.7,185,119.15
2010-01-21 5:00,05:00 - 06:00,192.17,189.52,161.69,159.4,188,120.73
2010-01-21 6:00,06:00 - 07:00,211.68,211.68,186,161.1,195,148.76
2010-01-21 7:00,07:00 - 08:00,253.84,253.84,220.3,185,202.29,207.59
2010-01-21 8:00,08:00 - 09:00,263.75,263.75,219.6,205.22,244.29,223.15
2010-01-21 9:00,09:00 - 10:00,261.98,261.98,226.1,204.3,263,215.79
2010-01-21 10:00,10:00 - 11:00,242.24,242.24,210,184.57,258,206.51
2010-01-21 11:00,11:00 - 12:00,221.87,221.87,226.1,162.97,244,206.43
2010-01-21 12:00,12:00 - 13:00,213.47,213.47,200.1,161.52,228.26,190
2010-01-21 13:00,13:00 - 14:00,195.3,195.3,187.77,161.8,222.32,170.08
2010-01-21 14:00,14:00 - 15:00,192.48,193.08,186.63,161.1,214,169.29
2010-01-21 15:00,15:00 - 16:00,190,201.21,190,160,209.35,190
2010-01-21 16:00,16:00 - 17:00,189.45,220,196.89,162.97,213.31,177.44
2010-01-21 17:00,17:00 - 18:00,228.63,249.43,215.4,184.67,235,179.99
2010-01-21 18:00,18:00 - 19:00,266,266,220.3,206.15,268.19,165.05
2010-01-21 19:00,19:00 - 20:00,260.29,260.29,225,214.7,259,145.81
2010-01-21 20:00,20:00 - 21:00,233.1,233.1,148.5,214.68,229,139.73
2010-01-21 21:00,21:00 - 22:00,221.97,221.97,192.7,209.57,209,132.25
2010-01-21 22:00,22:00 - 23:00,207.56,198.54,180.27,201.7,196.86,133.59
2010-01-21 23:00,23:00 - 00:00,208.29,189.52,184.06,184.86,185.35,120.01
2010-01-22 0:00,00:00 - 01:00,198.3,198.3,177.9,192.89,200.66,123.58
2010-01-22 1:00,01:00 - 02:00,189.2,189.2,169.18,175,190.45,120.3
2010-01-22 2:00,02:00 - 03:00,187.21,187.21,170.94,168.46,186.5,119.99
2010-01-22 3:00,03:00 - 04:00,178.72,178.72,154.24,166.9,178.32,121.8
2010-01-22 4:00,04:00 - 05:00,176.04,176.04,164.26,167,176.92,123.57
2010-01-22 5:00,05:00 - 06:00,176.35,176.35,159.96,168,175.82,123.68
2010-01-22 6:00,06:00 - 07:00,187.35,190.29,173.1,169.94,174,120
2010-01-22 7:00,07:00 - 08:00,196.91,213.65,173.37,169.94,180,148.35
2010-01-22 8:00,08:00 - 09:00,210,233.83,194.1,168.98,193.76,186
2010-01-22 9:00,09:00 - 10:00,215.38,220.31,210,182.3,197.14,207.46
2010-01-22 10:00,10:00 - 11:00,217.6,217.6,215,188.29,209.22,211.25
2010-01-22 11:00,11:00 - 12:00,209.66,209.66,209.6,184,216,209.69
2010-01-22 12:00,12:00 - 13:00,201.72,201,201.22,184.39,203.45,200.83
2010-01-22 13:00,13:00 - 14:00,191.05,189.13,190.02,191.05,195.25,188.54
2010-01-22 14:00,14:00 - 15:00,189.99,189.99,188.31,189.99,191,185.88
2010-01-22 15:00,15:00 - 16:00,196.5,196.5,196.5,191.5,197.61,196.5
2010-01-22 16:00,16:00 - 17:00,196.52,197,196.14,193.9,199,197.25
2010-01-22 17:00,17:00 - 18:00,222.31,222.31,222.31,204.99,228,222.31
2010-01-22 18:00,18:00 - 19:00,240,240,234.09,227.41,260.21,230.82
2010-01-22 19:00,19:00 - 20:00,245.27,245.27,220.7,245.27,258,214.32
2010-01-22 20:00,20:00 - 21:00,227.75,227.75,219.49,227.75,222,207.14
2010-01-22 21:00,21:00 - 22:00,211.88,211.88,200,212,204,190.33
2010-01-22 22:00,22:00 - 23:00,203,202.1,188.01,203,199.51,193.52
2010-01-22 23:00,23:00 - 00:00,197,197,191.66,197,194.95,175.07
2010-01-23 0:00,00:00 - 01:00,197.14,197.14,213.3,197.14,215.02,171.69
2010-01-23 1:00,01:00 - 02:00,190,190,178.93,190,205.3,183.01
2010-01-23 2:00,02:00 - 03:00,187.98,187.98,187.07,187.98,199.9,185.22
2010-01-23 3:00,03:00 - 04:00,179.73,179.73,179.73,179.73,192.5,179.73
2010-01-23 4:00,04:00 - 05:00,179.04,179.04,179.04,179.04,190.13,179.04
2010-01-23 5:00,05:00 - 06:00,179.49,179.49,179.49,179.49,182.94,179.49
2010-01-23 6:00,06:00 - 07:00,179.93,189.89,168.2,179.93,180,168.23
2010-01-23 7:00,07:00 - 08:00,189.99,189.99,162,189.99,170,172.45
2010-01-23 8:00,08:00 - 09:00,190,190,188.51,190,182.78,184.93
2010-01-23 9:00,09:00 - 10:00,195.31,195.31,195.31,195.31,193,195.31
2010-01-23 10:00,10:00 - 11:00,195.34,195.34,195.34,195.34,211,195.34
2010-01-23 11:00,11:00 - 12:00,195.87,195.87,195.87,195.87,202.75,195.87
2010-01-23 12:00,12:00 - 13:00,195.41,195.41,195.41,195.41,211.68,195.41
2010-01-23 13:00,13:00 - 14:00,186.29,186.29,186.29,186.29,214.28,186.29
2010-01-23 14:00,14:00 - 15:00,184.49,184.49,184.49,184.49,196,184.49
2010-01-23 15:00,15:00 - 16:00,190,190,190,190,199,190
2010-01-23 16:00,16:00 - 17:00,194,194,194,194,190.3,194
2010-01-23 17:00,17:00 - 18:00,214.95,214.95,214.95,214.95,203,214.95
2010-01-23 18:00,18:00 - 19:00,239.49,239.49,239.49,239.49,232.62,239.49
2010-01-23 19:00,19:00 - 20:00,244.31,244.31,241.96,244.31,222.28,242.97
2010-01-23 20:00,20:00 - 21:00,224.96,224.96,224.96,249,201.77,224.96
2010-01-23 21:00,21:00 - 22:00,204.84,204.84,204.84,247.3,181.76,204.84
2010-01-23 22:00,22:00 - 23:00,201,201,201,222.8,196.1,201
2010-01-23 23:00,23:00 - 00:00,187.68,187.68,185.16,204.3,166.04,179.97
2010-01-24 0:00,00:00 - 01:00,190.27,190.27,174.22,190.27,173.64,183.33
2010-01-24 1:00,01:00 - 02:00,179.61,179.61,179.61,179.97,174.54,179.61
2010-01-24 2:00,02:00 - 03:00,178.3,178.3,178.3,178.99,179,178.3
2010-01-24 3:00,03:00 - 04:00,177.46,177.46,177.46,177.46,177,177.46
2010-01-24 4:00,04:00 - 05:00,177.61,177.61,177.61,177.61,177,177.61
2010-01-24 5:00,05:00 - 06:00,190,190,184.17,190,179.5,187.48
2010-01-24 6:00,06:00 - 07:00,224.83,224.83,193.49,224.83,190.2,225.19
2010-01-24 7:00,07:00 - 08:00,265,265,265,237.53,212,265
2010-01-24 8:00,08:00 - 09:00,300.02,300.02,300.02,243.47,233.01,300.02
2010-01-24 9:00,09:00 - 10:00,299.39,299.39,299.39,243.47,235,299.39
2010-01-24 10:00,10:00 - 11:00,275.88,275.88,275.88,239.52,235.82,275.88
2010-01-24 11:00,11:00 - 12:00,270,270,270,233.99,235,270
2010-01-24 12:00,12:00 - 13:00,245.84,245.84,245.84,231.21,241.83,245.84
2010-01-24 13:00,13:00 - 14:00,240.08,240.08,240.08,230.63,241.97,240.08
2010-01-24 14:00,14:00 - 15:00,244,244,244,229.4,246.32,244
2010-01-24 15:00,15:00 - 16:00,256.49,256.49,256.49,230.5,249.88,256.49
2010-01-24 16:00,16:00 - 17:00,273.57,273.57,273.57,231.77,247.71,273.57
2010-01-24 17:00,17:00 - 18:00,307.38,307.38,307.38,240,289,307.38
2010-01-24 18:00,18:00 - 19:00,341.85,341.85,341.85,265,380.97,341.85
2010-01-24 19:00,19:00 - 20:00,315.31,315.31,315.31,297.33,372.77,315.31
2010-01-24 20:00,20:00 - 21:00,274.98,274.98,274.98,274.98,300,274.98
2010-01-24 21:00,21:00 - 22:00,250,250,250,250,241.33,250
2010-01-24 22:00,22:00 - 23:00,235.02,228.8,232.72,235.02,221.43,226.81
2010-01-24 23:00,23:00 - 00:00,215.02,208.93,200,215.02,201.38,206.92
2010-01-25 0:00,00:00 - 01:00,220.27,220.27,219,220.27,215.25,215.98
2010-01-25 1:00,01:00 - 02:00,212.9,212.9,212.9,212.9,208.7,212.9
2010-01-25 2:00,02:00 - 03:00,203.75,203.75,203.75,203.75,206.19,203.75
2010-01-25 3:00,03:00 - 04:00,196.24,196.24,196.24,196.24,200,196.24
2010-01-25 4:00,04:00 - 05:00,198.89,198.89,198.49,198.89,199.36,198.99
2010-01-25 5:00,05:00 - 06:00,215.01,215.01,214.02,215.01,200.41,219.03
2010-01-25 6:00,06:00 - 07:00,268,268,234.48,225,212.03,279.96
2010-01-25 7:00,07:00 - 08:00,340.68,340.68,303.06,228.36,223.44,356.24
2010-01-25 8:00,08:00 - 09:00,399.06,399.06,395.03,236.4,255,399.85
2010-01-25 9:00,09:00 - 10:00,399.01,399.01,399.01,235.1,284,399.01
2010-01-25 10:00,10:00 - 11:00,360,360,360,227.41,302.5,360
2010-01-25 11:00,11:00 - 12:00,347.4,347.4,347.4,222.8,294,347.4
2010-01-25 12:00,12:00 - 13:00,327.93,327.93,327,219.5,292,328.92
2010-01-25 13:00,13:00 - 14:00,304.72,304.72,304.51,216.53,294,305
2010-01-25 14:00,14:00 - 15:00,310,310,310,216.31,292,310
2010-01-25 15:00,15:00 - 16:00,313,313,313,219.89,288,313
2010-01-25 16:00,16:00 - 17:00,303.79,303.79,300,226,274,318.67
2010-01-25 17:00,17:00 - 18:00,366.43,366.43,366.43,231.02,320.76,366.43
2010-01-25 18:00,18:00 - 19:00,399.06,399.06,399.06,239.1,378,399.06
2010-01-25 19:00,19:00 - 20:00,373.75,373.75,373.75,248.53,345,373.75
2010-01-25 20:00,20:00 - 21:00,306.79,306.79,304.92,256.36,300,309.68
2010-01-25 21:00,21:00 - 22:00,262.03,262.03,259.3,242,252.4,265
2010-01-25 22:00,22:00 - 23:00,238.82,238.82,237.99,229.9,223.12,240.89
2010-01-25 23:00,23:00 - 00:00,215,215,208.44,214.41,201.05,215.17
2010-01-26 0:00,00:00 - 01:00,244.86,244.86,198.23,244.86,282,209.57
2010-01-26 1:00,01:00 - 02:00,235,235,214,235,311,212.36
2010-01-26 2:00,02:00 - 03:00,231.86,231.86,227.04,231.86,260,215.41
2010-01-26 3:00,03:00 - 04:00,228,228,202.43,228,232,209.89
2010-01-26 4:00,04:00 - 05:00,225.01,225.01,202.61,225.01,215.8,209.14
2010-01-26 5:00,05:00 - 06:00,233.16,233.16,198.89,233.16,215.8,215.09
2010-01-26 6:00,06:00 - 07:00,264.79,264.79,215,233.16,228.66,240.16
2010-01-26 7:00,07:00 - 08:00,309.89,309.89,272.62,238.57,262.96,294.88
2010-01-26 8:00,08:00 - 09:00,361.92,361.92,261,243.97,309.18,312.32
2010-01-26 9:00,09:00 - 10:00,344.28,344.28,280.3,243.97,331,312.69
2010-01-26 10:00,10:00 - 11:00,306.5,306.5,293.32,239.66,316.51,300.02
2010-01-26 11:00,11:00 - 12:00,299.36,299.36,280,237.81,268.48,282.65
2010-01-26 12:00,12:00 - 13:00,285,285,247.1,234.69,240.27,259.68
2010-01-26 13:00,13:00 - 14:00,260,260,238,233.16,228.66,241.54
2010-01-26 14:00,14:00 - 15:00,264.5,264.5,224.8,229.47,213,238.24
2010-01-26 15:00,15:00 - 16:00,259.36,259.36,224.79,229.17,209.49,236.76
2010-01-26 16:00,16:00 - 17:00,274.28,274.28,228.6,234.18,204,240.11
2010-01-26 17:00,17:00 - 18:00,301.48,301.48,250.9,237.92,233,268.08
2010-01-26 18:00,18:00 - 19:00,343,343,220.88,243.97,260,262.46
2010-01-26 19:00,19:00 - 20:00,313.79,313.79,187.27,248.76,232,224.45
2010-01-26 20:00,20:00 - 21:00,291.63,291.63,188.88,250,235,217.43
2010-01-26 21:00,21:00 - 22:00,251.77,251.77,182.1,243.97,221.99,171.34
2010-01-26 22:00,22:00 - 23:00,242.77,242.77,191.66,235.92,210.32,142.94
2010-01-26 23:00,23:00 - 00:00,238.7,238.7,189.75,226.27,164,122.34
2010-01-27 0:00,00:00 - 01:00,238.4,238.4,175.08,238.4,198,131.59
2010-01-27 1:00,01:00 - 02:00,231.45,231.45,178,229.89,189.21,115.02
2010-01-27 2:00,02:00 - 03:00,229,229,65.38,229,201,108.65
2010-01-27 3:00,03:00 - 04:00,223.08,223.08,162,221.4,175.03,100.94
2010-01-27 4:00,04:00 - 05:00,221.36,221.36,163.07,219,175.03,103.06
2010-01-27 5:00,05:00 - 06:00,230,230,171.1,220,182,110.03
2010-01-27 6:00,06:00 - 07:00,260.01,260.01,64.93,223.66,217,104.03
2010-01-27 7:00,07:00 - 08:00,300,300,201,237,235.03,138.79
2010-01-27 8:00,08:00 - 09:00,353.56,353.56,241,248.8,217.36,138.23
2010-01-27 9:00,09:00 - 10:00,327.04,327.04,242.5,248.8,224.21,128.79
2010-01-27 10:00,10:00 - 11:00,294.94,294.94,200,238.1,251,128.74
2010-01-27 11:00,11:00 - 12:00,270.78,270.78,229.6,229.89,254,127.8
2010-01-27 12:00,12:00 - 13:00,260.56,260.56,200,230.5,237,126.24
2010-01-27 13:00,13:00 - 14:00,245,245,237,231,223.27,135.78
2010-01-27 14:00,14:00 - 15:00,242.93,247,217,226.6,213.41,139.66
2010-01-27 15:00,15:00 - 16:00,238.52,255,225,225,209,138.69
2010-01-27 16:00,16:00 - 17:00,243.16,266.16,234.8,229.5,216.5,137.58
2010-01-27 17:00,17:00 - 18:00,264.78,295.8,240.9,237,253,141.17
2010-01-27 18:00,18:00 - 19:00,321,321,271.24,244,314,125.96
2010-01-27 19:00,19:00 - 20:00,308.03,308.03,224.91,249.01,321,114.73
2010-01-27 20:00,20:00 - 21:00,285.11,285.11,194.72,248.35,319.21,104.04
2010-01-27 21:00,21:00 - 22:00,240.16,240.16,180,237,280.82,110.1
2010-01-27 22:00,22:00 - 23:00,239,239,241.8,215.75,257,101.19
2010-01-27 23:00,23:00 - 00:00,223.62,223.62,244.9,222.4,235,86.31
2010-01-28 0:00,00:00 - 01:00,232.13,232.13,183,232.13,275,82.03
2010-01-28 1:00,01:00 - 02:00,220,220,163.92,220,235,84.03
2010-01-28 2:00,02:00 - 03:00,216.95,216.95,160.6,209.1,234.85,81.59
2010-01-28 3:00,03:00 - 04:00,217.26,217.26,174.3,199.5,213.01,77.26
2010-01-28 4:00,04:00 - 05:00,214.81,214.81,170.32,190,208.36,100.7
2010-01-28 5:00,05:00 - 06:00,220.73,220.73,178.2,204.5,208,100.69
2010-01-28 6:00,06:00 - 07:00,253.9,253.9,210.5,223.8,205.65,121.69
2010-01-28 7:00,07:00 - 08:00,305.58,305.58,250.73,243.17,217.04,175.29
2010-01-28 8:00,08:00 - 09:00,327.68,327.68,275,250.73,298,186.17
2010-01-28 9:00,09:00 - 10:00,310,310,289.23,246.03,299,198.05
2010-01-28 10:00,10:00 - 11:00,293.08,293.08,269,230.29,275,190.92
2010-01-28 11:00,11:00 - 12:00,270,270,230.01,221.53,230.47,220.07
2010-01-28 12:00,12:00 - 13:00,256.79,256.79,221.26,217.46,220,214.74
2010-01-28 13:00,13:00 - 14:00,246.02,246.02,233.83,211.88,210,231.6
2010-01-28 14:00,14:00 - 15:00,233.67,242.91,233.67,193.61,207.94,233.67
2010-01-28 15:00,15:00 - 16:00,237.08,272.64,237.08,203.42,206.04,237.08
2010-01-28 16:00,16:00 - 17:00,237.92,290,237.92,215.01,193.39,237.92
2010-01-28 17:00,17:00 - 18:00,260,317.91,260,237.45,212,260
2010-01-28 18:00,18:00 - 19:00,266.07,330,250.34,249.2,242,255.6
2010-01-28 19:00,19:00 - 20:00,260.08,300.63,203.4,255.38,209.18,222.37
2010-01-28 20:00,20:00 - 21:00,250,250,209,250,207.94,222.74
2010-01-28 21:00,21:00 - 22:00,238.88,242.74,209.78,238.88,203.43,177.8
2010-01-28 22:00,22:00 - 23:00,229.05,232.13,197.86,229.05,192.37,148.98
2010-01-28 23:00,23:00 - 00:00,217.99,217.99,176.98,217.99,163.84,123.36
2010-01-29 0:00,00:00 - 01:00,228.06,231.7,100.78,228.06,140,130.25
2010-01-29 1:00,01:00 - 02:00,216.52,224.83,102.5,216.52,99,115.01
2010-01-29 2:00,02:00 - 03:00,199.56,216.53,117.31,199.56,64.14,105.64
2010-01-29 3:00,03:00 - 04:00,204.94,212.62,100,204.94,8,77.57
2010-01-29 4:00,04:00 - 05:00,202.12,212,89.3,202.12,-1.29,43.95
2010-01-29 5:00,05:00 - 06:00,196.98,215.13,100,196.98,-2,79.07
2010-01-29 6:00,06:00 - 07:00,208.12,234.05,72.36,208.12,-2.07,32.94
2010-01-29 7:00,07:00 - 08:00,224.53,248.39,155.58,224.53,15,85.64
2010-01-29 8:00,08:00 - 09:00,238.74,267.88,169.05,238.74,75,85.18
2010-01-29 9:00,09:00 - 10:00,235.88,250.12,154.12,235.88,124.3,101.13
2010-01-29 10:00,10:00 - 11:00,236.02,236.02,191.21,236.02,179.35,88.51
2010-01-29 11:00,11:00 - 12:00,220.87,220.87,125,220.87,194,118.32
2010-01-29 12:00,12:00 - 13:00,217.41,217.41,70.44,217.41,207.98,101.02
2010-01-29 13:00,13:00 - 14:00,212.19,212.19,11.38,212.19,210.12,85.64
2010-01-29 14:00,14:00 - 15:00,206.99,206.99,79.71,206.99,195.73,105.59
2010-01-29 15:00,15:00 - 16:00,181.97,223.2,87.39,181.97,193.46,100.01
2010-01-29 16:00,16:00 - 17:00,180.84,243,146.6,182.25,209.05,108.14
2010-01-29 17:00,17:00 - 18:00,187.57,285,220,221.53,225.02,118.75
2010-01-29 18:00,18:00 - 19:00,247,330.04,200,247,299,123.02
2010-01-29 19:00,19:00 - 20:00,263.03,331,106.67,263.03,335,101.19
2010-01-29 20:00,20:00 - 21:00,251.14,280,54.6,259.94,299,84.47
2010-01-29 21:00,21:00 - 22:00,232.26,249.1,48.06,259.94,294.81,51.62
2010-01-29 22:00,22:00 - 23:00,233.66,233.66,50.47,250.73,293.13,88.81
2010-01-29 23:00,23:00 - 00:00,227.12,227.12,146.6,245.2,250,79.63
2010-01-30 0:00,00:00 - 01:00,227.12,227.12,130.1,234.5,235,2.3
2010-01-30 1:00,01:00 - 02:00,220.58,220.58,138.98,220.58,231.25,4.49
2010-01-30 2:00,02:00 - 03:00,216,216,136.79,216,233,10.08
2010-01-30 3:00,03:00 - 04:00,207.63,207.63,135.67,207.63,218.95,10.01
2010-01-30 4:00,04:00 - 05:00,206.5,206.5,133.82,206.5,221.94,10.15
2010-01-30 5:00,05:00 - 06:00,211.34,211.34,139.8,211.34,225.24,11.37
2010-01-30 6:00,06:00 - 07:00,214,214,141.44,214,211.96,3.73
2010-01-30 7:00,07:00 - 08:00,223,223,150,223,231,9.95
2010-01-30 8:00,08:00 - 09:00,218,218,201.2,218,226.55,11.09
2010-01-30 9:00,09:00 - 10:00,229,223.62,229,229,243.89,11.98
2010-01-30 10:00,10:00 - 11:00,223.53,215.82,223.53,223.53,293.89,11.09
2010-01-30 11:00,11:00 - 12:00,231.2,206,146.5,231.2,280.63,11.78
2010-01-30 12:00,12:00 - 13:00,234.89,200,200,234.89,268,10
2010-01-30 13:00,13:00 - 14:00,221.86,195.14,180.4,221.86,224,10
2010-01-30 14:00,14:00 - 15:00,214.01,197.94,201.2,214.01,196.02,11.69
2010-01-30 15:00,15:00 - 16:00,209.03,209.03,209.03,209.03,161,14.04
2010-01-30 16:00,16:00 - 17:00,220,220,216.9,220,156.47,60.06
2010-01-30 17:00,17:00 - 18:00,229,229,238.77,229,163.27,171.74
2010-01-30 18:00,18:00 - 19:00,261.5,261.5,298.42,261.5,188.53,158.07
2010-01-30 19:00,19:00 - 20:00,263.39,263.39,238.92,263.39,199,163.37
2010-01-30 20:00,20:00 - 21:00,234.05,234.05,220.76,268.65,182.18,157.94
2010-01-30 21:00,21:00 - 22:00,224.9,224.9,201.49,266.01,165.25,158.13
