Datetime,hour,france,italy,belgium,spain,uk,germany
2010-01-30 22:00,22:00 - 23:00,221.26,221.26,190,257.55,156.39,159.94
2010-01-30 23:00,23:00 - 00:00,203.38,203.38,172.87,250.94,120,144.21
2010-01-31 0:00,00:00 - 01:00,208.74,208.74,139.39,242.36,105.98,122.16
2010-01-31 1:00,01:00 - 02:00,199.88,199.88,146.5,222,110.79,110.17
2010-01-31 2:00,02:00 - 03:00,193.43,193.43,118.63,193.43,98.93,105.3
2010-01-31 3:00,03:00 - 04:00,152.33,193.21,105.71,179.75,80.85,100
2010-01-31 4:00,04:00 - 05:00,100.13,194,100.13,167.8,73.21,100.13
2010-01-31 5:00,05:00 - 06:00,135.4,200.95,135.4,167.8,80.02,135.4
2010-01-31 6:00,06:00 - 07:00,193.09,228,176.81,193.09,143.22,185.14
2010-01-31 7:00,07:00 - 08:00,240,243.4,240,240,206,240
2010-01-31 8:00,08:00 - 09:00,251.24,259.72,247.44,251.24,263.32,248.92
2010-01-31 9:00,09:00 - 10:00,251.92,253.9,251.92,251.92,257.42,251.92
2010-01-31 10:00,10:00 - 11:00,248.08,248.08,248.08,248.08,266.53,248.08
2010-01-31 11:00,11:00 - 12:00,243.21,252.97,243,243.21,257.06,243.42
2010-01-31 12:00,12:00 - 13:00,237.81,238.11,237.52,237.81,255.53,238.11
2010-01-31 13:00,13:00 - 14:00,221.57,237.8,220.41,221.57,245,221.52
2010-01-31 14:00,14:00 - 15:00,207.22,240.23,205.73,207.22,234,206.28
2010-01-31 15:00,15:00 - 16:00,193.81,245.9,191.87,193.81,226.43,191.75
2010-01-31 16:00,16:00 - 17:00,195.13,253.9,193.64,195.13,224.81,193.54
2010-01-31 17:00,17:00 - 18:00,240.67,259.11,240.67,240.67,252.53,240.67
2010-01-31 18:00,18:00 - 19:00,253.8,270,253.74,253.8,323,253.93
2010-01-31 19:00,19:00 - 20:00,260,260,259.34,260,313,240.4
2010-01-31 20:00,20:00 - 21:00,252.22,252.22,220,252.22,278,231.59
2010-01-31 21:00,21:00 - 22:00,223.07,228,228.31,240,231,212.96
2010-01-31 22:00,22:00 - 23:00,218.69,222.99,228.97,218.69,207.8,201.96
2010-01-31 23:00,23:00 - 00:00,202.01,204.8,225.4,202.01,190.79,161.51
2010-02-01 0:00,00:00 - 01:00,208.4,208.4,200,208.4,154.64,160.15
2010-02-01 1:00,01:00 - 02:00,192.62,194.87,181.74,191.95,120,154.54
2010-02-01 2:00,02:00 - 03:00,194.16,194.16,181.97,191.65,106.21,156.24
2010-02-01 3:00,03:00 - 04:00,186.1,186.1,176.21,186.1,94,155.17
2010-02-01 4:00,04:00 - 05:00,169.97,185.52,167.54,169.97,82.98,165.13
2010-02-01 5:00,05:00 - 06:00,181,195.53,172.13,181,88,163.01
2010-02-01 6:00,06:00 - 07:00,213.49,241.56,202.06,191.94,99,206.15
2010-02-01 7:00,07:00 - 08:00,251.89,269.9,247.67,227,120,239.17
2010-02-01 8:00,08:00 - 09:00,257.15,290,241.6,250,192,243.72
2010-02-01 9:00,09:00 - 10:00,246.61,280,264,233.19,210,213
2010-02-01 10:00,10:00 - 11:00,235.51,273.13,253.57,196.84,219,209.94
2010-02-01 11:00,11:00 - 12:00,225.66,261.5,255.5,191.65,210,172.81
2010-02-01 12:00,12:00 - 13:00,232.11,232.11,237,191.1,210,143.7
2010-02-01 13:00,13:00 - 14:00,190.02,232.11,214.59,190.02,200,137.69
2010-02-01 14:00,14:00 - 15:00,191.09,256.99,172.4,191.09,192,130.9
2010-02-01 15:00,15:00 - 16:00,171.89,271.05,163.95,171.89,185,126.42
2010-02-01 16:00,16:00 - 17:00,190.96,291.2,214.6,190.96,187,124.2
2010-02-01 17:00,17:00 - 18:00,216.88,300.1,176.4,216.88,197.97,127.37
2010-02-01 18:00,18:00 - 19:00,245.01,297.61,283.46,245.01,267,129.95
2010-02-01 19:00,19:00 - 20:00,253,286.25,157,253,268,121.63
2010-02-01 20:00,20:00 - 21:00,251.87,254.46,202.26,251.87,275,101.03
2010-02-01 21:00,21:00 - 22:00,215.51,235,164.91,226.04,205,84.66
2010-02-01 22:00,22:00 - 23:00,207.14,228.11,157.61,207.14,215,84.61
2010-02-01 23:00,23:00 - 00:00,202.3,211.32,143.67,202.3,192,54.74
2010-02-02 0:00,00:00 - 01:00,184.75,194.24,128.01,184.75,174.4,35.54
2010-02-02 1:00,01:00 - 02:00,178.69,186.97,118.31,178.69,171,11.84
2010-02-02 2:00,02:00 - 03:00,170.1,185.14,95.21,170.1,171,10.05
2010-02-02 3:00,03:00 - 04:00,168.08,184,97.53,168.08,163.36,10.36
2010-02-02 4:00,04:00 - 05:00,169.53,185.52,110,169.53,166.61,20.03
2010-02-02 5:00,05:00 - 06:00,174.97,194.92,134.73,174.97,172,67.31
2010-02-02 6:00,06:00 - 07:00,182,203.53,161.6,182,179.89,105.03
2010-02-02 7:00,07:00 - 08:00,220.72,235.7,196.9,220.72,196.69,136.92
2010-02-02 8:00,08:00 - 09:00,223.5,260.1,201,223.5,213.28,150.15
2010-02-02 9:00,09:00 - 10:00,229.64,240,196.89,225.02,232,136.14
2010-02-02 10:00,10:00 - 11:00,229.78,229.78,193.78,207.27,240,134.6
2010-02-02 11:00,11:00 - 12:00,213.94,213.94,191.42,193.94,228,135.71
2010-02-02 12:00,12:00 - 13:00,207.77,207.77,181.19,196.3,222.34,133.1
2010-02-02 13:00,13:00 - 14:00,198.66,198.66,183.66,195,215,138.92
2010-02-02 14:00,14:00 - 15:00,193.94,205.42,180.2,193.94,207.33,155.13
2010-02-02 15:00,15:00 - 16:00,193.09,209.02,193.09,193.09,207,193.09
2010-02-02 16:00,16:00 - 17:00,201.53,229.2,201.53,201.53,217.82,201.53
2010-02-02 17:00,17:00 - 18:00,238.01,252.1,238.01,238.01,256.56,238.01
2010-02-02 18:00,18:00 - 19:00,266.9,266.9,266.9,266.9,292,266.9
2010-02-02 19:00,19:00 - 20:00,265,265,265,267.88,286.17,265
2010-02-02 20:00,20:00 - 21:00,237,237,237,270.09,259.75,237
2010-02-02 21:00,21:00 - 22:00,203,205.01,202.52,267.97,231,203.47
2010-02-02 22:00,22:00 - 23:00,198.66,198.66,195.65,239.95,208,195.21
2010-02-02 23:00,23:00 - 00:00,190.1,190.1,185,215,188.3,184.26
2010-02-03 0:00,00:00 - 01:00,188.96,188.96,173.43,215,193.51,156.98
2010-02-03 1:00,01:00 - 02:00,181.56,181.56,160.87,189.09,182,159.06
2010-02-03 2:00,02:00 - 03:00,181.56,181.56,161.12,182.37,175,159.33
2010-02-03 3:00,03:00 - 04:00,170.26,177.43,158.58,178.3,168,157.56
2010-02-03 4:00,04:00 - 05:00,158.81,178.99,158.81,173.25,157.4,158.81
2010-02-03 5:00,05:00 - 06:00,171.84,184.39,158.49,181.5,161,162.92
2010-02-03 6:00,06:00 - 07:00,193.21,198.28,189,193.21,168,192.17
2010-02-03 7:00,07:00 - 08:00,232.74,232.74,199.42,232.74,184.25,209.91
2010-02-03 8:00,08:00 - 09:00,246,246,205.45,246,218.14,226.97
2010-02-03 9:00,09:00 - 10:00,231.79,231.79,219.43,231.79,231.2,223.33
2010-02-03 10:00,10:00 - 11:00,213.26,213.26,213.26,213.26,226,213.26
2010-02-03 11:00,11:00 - 12:00,209,209,209,209,210,209
2010-02-03 12:00,12:00 - 13:00,199.1,199.1,195,199.1,192.8,194.85
2010-02-03 13:00,13:00 - 14:00,192.68,192.68,190.53,192.68,183,191.46
2010-02-03 14:00,14:00 - 15:00,197.25,198.28,194.88,189.95,177.25,196.97
2010-02-03 15:00,15:00 - 16:00,207.92,209.67,207,189.94,173.42,209.67
2010-02-03 16:00,16:00 - 17:00,207.4,239.91,205.72,200,173.42,207.61
2010-02-03 17:00,17:00 - 18:00,224.15,274.99,224.15,224.15,189.73,224.15
2010-02-03 18:00,18:00 - 19:00,237.72,275.56,237.69,237.72,224,237.78
2010-02-03 19:00,19:00 - 20:00,245.68,265,216.53,245.68,230,224.96
2010-02-03 20:00,20:00 - 21:00,240,240,198.12,240,218.08,209.53
2010-02-03 21:00,21:00 - 22:00,212.67,212.67,179.6,225.01,198.43,186.82
2010-02-03 22:00,22:00 - 23:00,204.88,204.88,196.31,204.88,194.28,187.24
2010-02-03 23:00,23:00 - 00:00,194.74,194.74,171.99,194.74,179.26,145.05
2010-02-04 0:00,00:00 - 01:00,189.1,189.1,181.64,197,186.4,138.71
2010-02-04 1:00,01:00 - 02:00,181.32,181.32,156.18,181.32,180.02,128
2010-02-04 2:00,02:00 - 03:00,179.34,179.34,154.42,179.34,176,126.17
2010-02-04 3:00,03:00 - 04:00,167.44,179.34,148.51,167.44,165,127.69
2010-02-04 4:00,04:00 - 05:00,156.09,181.2,140.36,166.59,160.85,124.27
2010-02-04 5:00,05:00 - 06:00,160.92,190.4,141.03,167.44,153.69,120.37
2010-02-04 6:00,06:00 - 07:00,174.82,220,162.12,180.05,157.57,151.45
2010-02-04 7:00,07:00 - 08:00,217.03,250.26,204.92,217.32,164.27,192.43
2010-02-04 8:00,08:00 - 09:00,222.31,288.18,220.72,227.87,226.39,219.12
2010-02-04 9:00,09:00 - 10:00,227.87,311.3,212.69,227.87,235,169.66
2010-02-04 10:00,10:00 - 11:00,220.72,288.6,228.97,220.72,233,133.05
2010-02-04 11:00,11:00 - 12:00,193.8,276.57,191.31,200.03,202,133
2010-02-04 12:00,12:00 - 13:00,190,221.7,175.28,190,188.03,131.04
2010-02-04 13:00,13:00 - 14:00,175.08,214.99,162.81,179.85,170.56,120.57
2010-02-04 14:00,14:00 - 15:00,179.95,221.7,161.54,179.95,158.69,117.45
2010-02-04 15:00,15:00 - 16:00,174.54,237,146.61,174.54,154,117.81
2010-02-04 16:00,16:00 - 17:00,163.86,242.14,163.86,179.55,163.09,119.04
2010-02-04 17:00,17:00 - 18:00,196.31,279,196.31,196.31,194,128.44
2010-02-04 18:00,18:00 - 19:00,218.63,302.59,255.2,218.63,242.03,151.28
2010-02-04 19:00,19:00 - 20:00,233.34,280,215.42,233.34,257,119.27
2010-02-04 20:00,20:00 - 21:00,227.66,240,205.74,227.66,241.29,106.86
2010-02-04 21:00,21:00 - 22:00,185.05,211.74,178.82,223.58,226,108.21
2010-02-04 22:00,22:00 - 23:00,204.74,204.74,166.59,204.74,204.94,105.57
2010-02-04 23:00,23:00 - 00:00,187.49,193.99,145.58,187.49,190.52,87.38
2010-02-05 0:00,00:00 - 01:00,214.56,214.56,161.17,217.32,223.54,98.96
2010-02-05 1:00,01:00 - 02:00,204.59,206.89,151.43,215,186.7,88.81
2010-02-05 2:00,02:00 - 03:00,190.2,199.61,135.69,190.2,176.06,65.56
2010-02-05 3:00,03:00 - 04:00,187.86,196.94,131.17,189.5,161,49.98
2010-02-05 4:00,04:00 - 05:00,182.02,199.61,132.11,182.02,139.55,57.59
2010-02-05 5:00,05:00 - 06:00,181.42,206.89,132.99,181.42,134.31,63.11
2010-02-05 6:00,06:00 - 07:00,190.05,215.86,145.89,190.05,95.93,84.95
2010-02-05 7:00,07:00 - 08:00,190.98,247.48,178.79,190.98,64,114.57
2010-02-05 8:00,08:00 - 09:00,214.04,298.25,184.31,214.04,89,115.88
2010-02-05 9:00,09:00 - 10:00,210.01,310,183.42,210.01,134.59,135.14
2010-02-05 10:00,10:00 - 11:00,216.43,260,170.28,216.43,137.61,102.51
2010-02-05 11:00,11:00 - 12:00,189.95,216.69,82.77,189.95,137.61,114.34
2010-02-05 12:00,12:00 - 13:00,190.15,202.65,53.44,190.15,148.16,88.77
2010-02-05 13:00,13:00 - 14:00,189,193.36,30,189,143.16,74.32
2010-02-05 14:00,14:00 - 15:00,174.9,190.25,80.83,174.9,143.16,69.03
2010-02-05 15:00,15:00 - 16:00,170.47,202.39,96.23,170.47,137.61,87.82
2010-02-05 16:00,16:00 - 17:00,173.95,208.56,100,173.95,134.59,120.12
2010-02-05 17:00,17:00 - 18:00,178.28,235,138.37,178.28,150.91,150.6
2010-02-05 18:00,18:00 - 19:00,223.01,262.58,115.4,223.01,196.21,146.6
2010-02-05 19:00,19:00 - 20:00,226.5,279.04,70.12,226.5,218.69,115.86
2010-02-05 20:00,20:00 - 21:00,220.38,247.87,80,225,180.74,106.12
2010-02-05 21:00,21:00 - 22:00,178.47,208.56,-13.16,223.01,158,39.87
2010-02-05 22:00,22:00 - 23:00,174.99,208.3,-10.86,210,143.16,31.98
2010-02-05 23:00,23:00 - 00:00,166.44,193.77,-20,189.75,134.31,10.98
2010-02-06 0:00,00:00 - 01:00,166,208.56,-30,189.7,85,10.36
2010-02-06 1:00,01:00 - 02:00,167.08,202.81,-25,178.85,36.81,9.23
2010-02-06 2:00,02:00 - 03:00,134,192.39,-30,177.6,0,5.8
2010-02-06 3:00,03:00 - 04:00,77.44,190.87,-4.71,176.09,0,0.17
2010-02-06 4:00,04:00 - 05:00,48.99,190.87,18.65,173.44,-0.78,1.38
2010-02-06 5:00,05:00 - 06:00,27.2,196,-10,177.6,-5.63,7.45
2010-02-06 6:00,06:00 - 07:00,71.03,206.89,34.92,179.05,-7.27,0.12
2010-02-06 7:00,07:00 - 08:00,94.34,208.56,-21.36,179.35,-0.72,4.2
2010-02-06 8:00,08:00 - 09:00,88.68,210,18.88,179.35,0,10.84
2010-02-06 9:00,09:00 - 10:00,162.33,208.65,47.25,179.25,0,12.36
2010-02-06 10:00,10:00 - 11:00,178.75,206.89,66.34,178.75,90,13.75
2010-02-06 11:00,11:00 - 12:00,177.51,208,118.11,177.51,142.09,20.68
2010-02-06 12:00,12:00 - 13:00,179.89,198.82,117.23,179.89,144.41,85.2
2010-02-06 13:00,13:00 - 14:00,167.14,189.37,103.65,178.95,146.43,90.23
2010-02-06 14:00,14:00 - 15:00,136.4,190.33,118.59,178.85,157.22,70.05
2010-02-06 15:00,15:00 - 16:00,124.16,197.12,120.76,172.59,142.55,70.02
2010-02-06 16:00,16:00 - 17:00,144.12,208.3,134.97,172.18,133.3,94.93
2010-02-06 17:00,17:00 - 18:00,140.44,216.33,126.78,179.25,143.16,116.52
2010-02-06 18:00,18:00 - 19:00,194.71,250,111.63,225.51,204.41,125
2010-02-06 19:00,19:00 - 20:00,214.05,247.53,90.62,240,240.02,118.7
2010-02-06 20:00,20:00 - 21:00,134.4,216.33,94.2,246.43,223.42,102.05
2010-02-06 21:00,21:00 - 22:00,140.42,204.62,78.03,235.02,215,90.35
2010-02-06 22:00,22:00 - 23:00,142.67,198.9,99,226.01,268,112.47
2010-02-06 23:00,23:00 - 00:00,175.38,186.8,118,190,265,94.96
2010-02-07 0:00,00:00 - 01:00,173.29,178,113.73,189.5,410.06,20.04
2010-02-07 1:00,01:00 - 02:00,166.47,172,99.38,179.41,494.37,15.91
2010-02-07 2:00,02:00 - 03:00,168.74,168.74,90.97,176,410.06,14.27
2010-02-07 3:00,03:00 - 04:00,154.94,154.94,79.8,175.2,344,10.08
2010-02-07 4:00,04:00 - 05:00,162.45,162.45,85.44,165.97,238.31,13.8
2010-02-07 5:00,05:00 - 06:00,176,176,114.24,176,205.84,21
2010-02-07 6:00,06:00 - 07:00,205,205,152.16,205,194.75,60.9
2010-02-07 7:00,07:00 - 08:00,239.03,239.03,285,239.03,201.89,128.07
2010-02-07 8:00,08:00 - 09:00,261.17,261.17,281.1,253.61,253.45,130.17
2010-02-07 9:00,09:00 - 10:00,256,256,293,246.92,269.66,127.26
2010-02-07 10:00,10:00 - 11:00,238.99,238.99,275.94,232.18,262.98,95
2010-02-07 11:00,11:00 - 12:00,224.28,224.28,254.3,212.7,227.01,94.96
2010-02-07 12:00,12:00 - 13:00,213.15,213.15,205,201.01,200,70.43
2010-02-07 13:00,13:00 - 14:00,206.24,206.24,175.82,199.46,185,30.83
2010-02-07 14:00,14:00 - 15:00,200.16,204.99,133.71,190.15,173,22.05
2010-02-07 15:00,15:00 - 16:00,186.03,207.45,200,186.03,164.5,80.04
2010-02-07 16:00,16:00 - 17:00,190.15,212.68,179.73,190.15,165.19,108.08
2010-02-07 17:00,17:00 - 18:00,206.36,218.2,227.7,206.36,190,148.74
2010-02-07 18:00,18:00 - 19:00,235.78,235.78,274.2,235.78,233.68,169.94
2010-02-07 19:00,19:00 - 20:00,239.42,239.42,265.3,239.42,216.86,160.1
2010-02-07 20:00,20:00 - 21:00,226.8,226.8,207.33,236.47,197.72,155.01
2010-02-07 21:00,21:00 - 22:00,210.77,210.77,195.96,227.89,171.46,129.64
2010-02-07 22:00,22:00 - 23:00,201.3,201.3,179.07,201.3,171.46,123.16
2010-02-07 23:00,23:00 - 00:00,189.55,189.55,150.56,189.55,138.68,102.74
2010-02-08 0:00,00:00 - 01:00,184,184,153.65,184,97.58,121.96
2010-02-08 1:00,01:00 - 02:00,179.88,179.88,147.38,179.88,105.63,112.08
2010-02-08 2:00,02:00 - 03:00,174.68,174.68,141.4,174.68,112,107.86
2010-02-08 3:00,03:00 - 04:00,170.88,170.88,99,170.88,105.63,104.97
2010-02-08 4:00,04:00 - 05:00,177.88,177.88,141.1,180.01,97.64,104.12
2010-02-08 5:00,05:00 - 06:00,183.62,183.62,147.01,183.62,105.63,109.32
2010-02-08 6:00,06:00 - 07:00,190.74,206,143.5,190.74,125.75,134.05
2010-02-08 7:00,07:00 - 08:00,240.11,240.11,195,240.11,156.65,128.54
2010-02-08 8:00,08:00 - 09:00,250,251.4,187.3,250,164.84,146.16
2010-02-08 9:00,09:00 - 10:00,233.59,233.59,203.94,233.59,192.64,131.13
2010-02-08 10:00,10:00 - 11:00,211.5,211.5,213.22,211.5,203.05,120.06
2010-02-08 11:00,11:00 - 12:00,190.1,197.57,178.29,190.1,184.76,125.35
2010-02-08 12:00,12:00 - 13:00,185.84,185.84,156.33,185.84,177.13,122.14
2010-02-08 13:00,13:00 - 14:00,182.44,185.61,169.16,182.44,172.66,119.41
2010-02-08 14:00,14:00 - 15:00,179.41,191.5,170.51,179.41,170,123.95
2010-02-08 15:00,15:00 - 16:00,178.62,197.99,176.86,178.62,171.31,149
2010-02-08 16:00,16:00 - 17:00,184.1,208.28,192.54,184.1,172.66,161.94
2010-02-08 17:00,17:00 - 18:00,211.47,219.74,219.06,211.47,207,196.98
2010-02-08 18:00,18:00 - 19:00,240,243.8,258.28,240,239,209.56
2010-02-08 19:00,19:00 - 20:00,249.49,249.49,208,249.49,244.45,199.95
2010-02-08 20:00,20:00 - 21:00,239.01,239.01,203.74,240,227.93,182.94
2010-02-08 21:00,21:00 - 22:00,214.5,214.5,200,235,180.84,139.82
2010-02-08 22:00,22:00 - 23:00,208.28,208.28,177.44,212.71,178.96,132.71
2010-02-08 23:00,23:00 - 00:00,200.57,200.57,162.61,200.57,155.6,123.39
2010-02-09 0:00,00:00 - 01:00,195,195,156.49,195,170.36,115.08
2010-02-09 1:00,01:00 - 02:00,187.38,187.38,150.38,187.38,160,114.87
2010-02-09 2:00,02:00 - 03:00,185,185,151.16,185,162.97,118.79
2010-02-09 3:00,03:00 - 04:00,183.44,183.85,145.46,183.44,144.84,109.58
2010-02-09 4:00,04:00 - 05:00,182.59,185,149.28,182.59,136,116.95
2010-02-09 5:00,05:00 - 06:00,182.65,191.07,150.47,182.65,133,119.34
2010-02-09 6:00,06:00 - 07:00,200.23,218,165.1,200.23,148.32,139.38
2010-02-09 7:00,07:00 - 08:00,237.91,237.91,212.33,237.91,191.15,177.16
2010-02-09 8:00,08:00 - 09:00,248.83,255,215.47,248.83,186.2,180.64
2010-02-09 9:00,09:00 - 10:00,235.8,235.8,227.3,235.8,232,179.5
2010-02-09 10:00,10:00 - 11:00,220.45,220.45,184.1,220.45,229.89,127.06
2010-02-09 11:00,11:00 - 12:00,202.96,205.99,176.81,202.96,206,122.01
2010-02-09 12:00,12:00 - 13:00,192.45,192.45,170.56,192.45,187.58,123.35
2010-02-09 13:00,13:00 - 14:00,188.05,191.11,173.44,188.05,185,136.91
2010-02-09 14:00,14:00 - 15:00,183.44,197.57,174.91,183.44,183.31,149.42
2010-02-09 15:00,15:00 - 16:00,188.1,212,183.81,188.1,192.94,179.92
2010-02-09 16:00,16:00 - 17:00,189.95,233.41,189.95,189.95,185,189.95
2010-02-09 17:00,17:00 - 18:00,219,261.34,219,219,220.11,219
2010-02-09 18:00,18:00 - 19:00,249.12,307.25,249.12,249.12,264.85,249.12
2010-02-09 19:00,19:00 - 20:00,257.28,301.69,257.28,257.28,271.44,257.28
2010-02-09 20:00,20:00 - 21:00,243.95,246,250,245.1,247,231.79
2010-02-09 21:00,21:00 - 22:00,224.54,224.54,221.29,240.89,214,215.81
2010-02-09 22:00,22:00 - 23:00,217.74,217.74,215.47,229.97,197,211.79
2010-02-09 23:00,23:00 - 00:00,207,208.3,213,207,171.29,196.7
2010-02-10 0:00,00:00 - 01:00,200.99,200.99,200.78,206.35,177,200.46
2010-02-10 1:00,01:00 - 02:00,192.61,192.61,192.61,192.61,160.77,192.61
2010-02-10 2:00,02:00 - 03:00,185.1,185.1,185.1,185.1,155.16,185.1
2010-02-10 3:00,03:00 - 04:00,172.23,184.27,172.23,172.23,147.12,172.23
2010-02-10 4:00,04:00 - 05:00,172.91,188.08,172.91,174.85,146.86,172.91
2010-02-10 5:00,05:00 - 06:00,174.88,202,174.88,175.15,146.86,174.88
2010-02-10 6:00,06:00 - 07:00,203.2,214.2,202.89,203.2,147.12,203.67
2010-02-10 7:00,07:00 - 08:00,233.46,238.52,233.46,233.46,154.57,233.46
2010-02-10 8:00,08:00 - 09:00,240.32,255,240.32,240.32,198.12,240.32
2010-02-10 9:00,09:00 - 10:00,230.16,230.16,232.64,230.16,199,225.56
2010-02-10 10:00,10:00 - 11:00,216.24,216.24,230,216.24,199,199.99
2010-02-10 11:00,11:00 - 12:00,206.55,206.9,215.81,206.55,180.58,193.67
2010-02-10 12:00,12:00 - 13:00,193.23,193.23,209.59,193.23,165.66,169.97
2010-02-10 13:00,13:00 - 14:00,180.14,186,190,180.14,159.9,167.9
2010-02-10 14:00,14:00 - 15:00,177.45,196.78,178.4,177.45,159.9,176.35
2010-02-10 15:00,15:00 - 16:00,184.55,205.92,184.55,184.55,162.11,184.55
2010-02-10 16:00,16:00 - 17:00,195.98,224.69,195.98,195.98,173.58,195.98
2010-02-10 17:00,17:00 - 18:00,215.77,236.34,215.77,215.77,200.85,215.77
2010-02-10 18:00,18:00 - 19:00,238,261.7,243.23,238,246.79,229.58
2010-02-10 19:00,19:00 - 20:00,248.01,258.09,260,248.01,273.4,212.49
2010-02-10 20:00,20:00 - 21:00,235.01,235.01,210,235.01,273.64,187.28
2010-02-10 21:00,21:00 - 22:00,215.66,215.66,183,226.8,249.59,179.37
2010-02-10 22:00,22:00 - 23:00,209.99,209.99,178.4,209.99,235.6,176.91
2010-02-10 23:00,23:00 - 00:00,195.71,195.71,167.28,195.71,206.3,136.66
2010-02-11 0:00,00:00 - 01:00,196.17,196.17,171.86,199.03,200,180.01
2010-02-11 1:00,01:00 - 02:00,178.85,186.7,175.65,178.85,196.27,176.73
2010-02-11 2:00,02:00 - 03:00,175.05,184,171.81,175.05,192.76,168.87
2010-02-11 3:00,03:00 - 04:00,167.2,184.22,165.57,167.2,185.8,164.09
2010-02-11 4:00,04:00 - 05:00,165,186.49,165,165,185.8,165
2010-02-11 5:00,05:00 - 06:00,171.3,196.17,171.3,171.3,185.74,171.3
2010-02-11 6:00,06:00 - 07:00,196.95,214.45,196.95,196.95,189.85,196.95
2010-02-11 7:00,07:00 - 08:00,227.13,234.96,223.85,220.04,205.57,221.46
2010-02-11 8:00,08:00 - 09:00,245.39,247,231.75,229.7,244,221.78
2010-02-11 9:00,09:00 - 10:00,242.69,242.69,206.03,223.92,247.73,179.53
2010-02-11 10:00,10:00 - 11:00,238.96,238.96,188.12,207.83,241.97,151.36
2010-02-11 11:00,11:00 - 12:00,236.96,236.96,178.6,191.5,217.33,135.02
2010-02-11 12:00,12:00 - 13:00,219.8,219.8,169.13,174.95,205,128.35
2010-02-11 13:00,13:00 - 14:00,201.99,201.99,162.5,174.5,188,133.68
2010-02-11 14:00,14:00 - 15:00,193.11,201,162.77,174.55,168,140.61
2010-02-11 15:00,15:00 - 16:00,172.54,209.94,170,172.54,154.9,168.15
2010-02-11 16:00,16:00 - 17:00,191.92,227.84,191.92,176.99,151.45,191.92
2010-02-11 17:00,17:00 - 18:00,220.57,259.1,220.57,206.96,154.9,220.57
2010-02-11 18:00,18:00 - 19:00,243.35,294,243.35,226.8,172.88,243.35
2010-02-11 19:00,19:00 - 20:00,241.18,289,241.18,241.18,180.85,241.18
2010-02-11 20:00,20:00 - 21:00,221.31,234.84,221.31,221.31,154.9,221.31
2010-02-11 21:00,21:00 - 22:00,216,216,213.3,216,150.81,213.13
2010-02-11 22:00,22:00 - 23:00,205.79,205.79,205.49,205.79,142.78,205.48
2010-02-11 23:00,23:00 - 00:00,197.89,197.89,190.47,197.89,90.41,190.1
2010-02-12 0:00,00:00 - 01:00,195.91,195.91,195.91,212.17,62.22,195.91
2010-02-12 1:00,01:00 - 02:00,187.2,187.2,187.2,211.1,53.85,187.2
2010-02-12 2:00,02:00 - 03:00,184.89,184.89,184.89,205.89,40,184.89
2010-02-12 3:00,03:00 - 04:00,170.24,170.24,170.24,203.08,10,170.24
2010-02-12 4:00,04:00 - 05:00,166,167.56,166,200.47,5,166
2010-02-12 5:00,05:00 - 06:00,168.38,168.38,155,194.91,5,162.45
2010-02-12 6:00,06:00 - 07:00,184.74,184.74,145.49,199.03,12,160.64
2010-02-12 7:00,07:00 - 08:00,207.43,207.43,179.23,207.43,40,162.56
2010-02-12 8:00,08:00 - 09:00,210.89,210.89,188.04,210.89,129.97,157.24
2010-02-12 9:00,09:00 - 10:00,211.17,211.17,180.38,211.17,171.44,121.8
2010-02-12 10:00,10:00 - 11:00,203.23,203.23,158.36,203.23,182.3,115.76
2010-02-12 11:00,11:00 - 12:00,184.74,184.74,105.1,184.74,184.28,121.27
2010-02-12 12:00,12:00 - 13:00,179.99,179.99,37.16,179.99,177,97.47
2010-02-12 13:00,13:00 - 14:00,171,171,51.36,171,173.16,87.12
2010-02-12 14:00,14:00 - 15:00,168.39,168.39,126.04,168.39,173.37,89.83
2010-02-12 15:00,15:00 - 16:00,166.79,169.05,104,166.79,167,116.85
2010-02-12 16:00,16:00 - 17:00,171.56,184.4,171.56,171.56,175,171.56
2010-02-12 17:00,17:00 - 18:00,194.89,194.89,194.89,194.89,201.86,194.89
2010-02-12 18:00,18:00 - 19:00,212.52,215,198.45,212.52,242.66,191.8
2010-02-12 19:00,19:00 - 20:00,231.55,231.55,125.32,231.55,274.55,140.88
2010-02-12 20:00,20:00 - 21:00,213,213,132.97,220,276.4,121.12
2010-02-12 21:00,21:00 - 22:00,202.14,202.14,170.46,214.89,225.8,104.74
2010-02-12 22:00,22:00 - 23:00,201.76,199.67,170.5,204.89,209.6,109.29
2010-02-12 23:00,23:00 - 00:00,193.94,190.37,156.19,193.94,224,101.7
2010-02-13 0:00,00:00 - 01:00,196.9,196.9,163.24,220,231.71,88.07
2010-02-13 1:00,01:00 - 02:00,186.52,186.52,156.6,214.23,227,98.65
2010-02-13 2:00,02:00 - 03:00,184.3,184.3,100,210.89,259.1,99.78
2010-02-13 3:00,03:00 - 04:00,162.15,175.76,91.53,187,262,99.14
2010-02-13 4:00,04:00 - 05:00,149.9,173.06,95.89,169,274.85,104.22
2010-02-13 5:00,05:00 - 06:00,169.4,178.54,68.2,169.4,275,99.91
2010-02-13 6:00,06:00 - 07:00,170.3,189.33,78,170.3,277,93.99
2010-02-13 7:00,07:00 - 08:00,191.08,199.95,149.29,191.08,226.7,88.55
2010-02-13 8:00,08:00 - 09:00,169.5,192,140.22,169.5,187.81,88.06
