TimeStamp,AAPL
2020-01-27 09:30:00,318.31
2020-01-27 09:40:00,309.87
2020-01-27 09:50:00,310.18
2020-01-27 10:00:00,311.65
2020-01-27 10:10:00,311.68
2020-01-27 10:20:00,310.21
2020-01-27 10:30:00,311.03
2020-01-27 10:40:00,310.53
2020-01-27 10:50:00,309.16
2020-01-27 11:00:00,309.42
2020-01-27 11:10:00,309.1111
2020-01-27 11:20:00,307.8018
2020-01-27 11:30:00,308.3599
2020-01-27 11:40:00,309.49
2020-01-27 11:50:00,309.1799
2020-01-27 12:00:00,309.3796
2020-01-27 12:10:00,310.22
2020-01-27 12:20:00,310.23
2020-01-27 12:30:00,310.7
2020-01-27 12:40:00,310.67
2020-01-27 12:50:00,311.53
2020-01-27 13:00:00,311.18
2020-01-27 13:10:00,310.72
2020-01-27 13:20:00,311.22
2020-01-27 13:30:00,311.085
2020-01-27 13:40:00,310.9546
2020-01-27 13:50:00,310.72
2020-01-27 14:00:00,310.2999
2020-01-27 14:10:00,310.665
2020-01-27 14:20:00,311.06
2020-01-27 14:30:00,310.94
2020-01-27 14:40:00,310.89
2020-01-27 14:50:00,309.61
2020-01-27 15:00:00,309.47
2020-01-27 15:10:00,308.99
2020-01-27 15:20:00,309.48
2020-01-27 15:30:00,309.1796
2020-01-27 15:40:00,309.35
2020-01-27 15:50:00,308.7297
2020-01-27 16:00:00,309.14
2020-01-28 09:30:00,308.95
2020-01-28 09:40:00,313.24
2020-01-28 09:50:00,313.275
2020-01-28 10:00:00,312.96
2020-01-28 10:10:00,312.8551
2020-01-28 10:20:00,313.03
2020-01-28 10:30:00,313.5997
2020-01-28 10:40:00,314.53
2020-01-28 10:50:00,314.9664
2020-01-28 11:00:00,315.82
2020-01-28 11:10:00,315.23
2020-01-28 11:20:00,315.82
2020-01-28 11:30:00,315.965
2020-01-28 11:40:00,315.97
2020-01-28 11:50:00,316.1847
2020-01-28 12:00:00,316.545
2020-01-28 12:10:00,316.625
2020-01-28 12:20:00,316.68
2020-01-28 12:30:00,316.8069
2020-01-28 12:40:00,316.81
2020-01-28 12:50:00,316.13
2020-01-28 13:00:00,316.6903
2020-01-28 13:10:00,316.3327
2020-01-28 13:20:00,316.44
2020-01-28 13:30:00,316.59
2020-01-28 13:40:00,316.26
2020-01-28 13:50:00,316.6363
2020-01-28 14:00:00,316.8558
2020-01-28 14:10:00,317.1377
2020-01-28 14:20:00,317.505
2020-01-28 14:30:00,317.15
2020-01-28 14:40:00,317.37
2020-01-28 14:50:00,317.7859
2020-01-28 15:00:00,318.335
2020-01-28 15:10:00,317.9401
2020-01-28 15:20:00,317.6502
2020-01-28 15:30:00,317.985
2020-01-28 15:40:00,317.319
2020-01-28 15:50:00,317.6
2020-01-28 16:00:00,317.7685
2020-01-29 09:30:00,317.69
2020-01-29 09:40:00,324.2387
2020-01-29 09:50:00,323.3315
2020-01-29 10:00:00,323.295
2020-01-29 10:10:00,322.64
2020-01-29 10:20:00,323.0901
2020-01-29 10:30:00,324.27
2020-01-29 10:40:00,325.05
2020-01-29 10:50:00,324.8865
2020-01-29 11:00:00,325.37
2020-01-29 11:10:00,325.843
2020-01-29 11:20:00,326.516
2020-01-29 11:30:00,326.85
2020-01-29 11:40:00,326.6001
2020-01-29 11:50:00,327.2701
2020-01-29 12:00:00,327.22
2020-01-29 12:10:00,326.97
2020-01-29 12:20:00,327.1455
2020-01-29 12:30:00,326.76
2020-01-29 12:40:00,326.76
2020-01-29 12:50:00,326.77
2020-01-29 13:00:00,326.35
2020-01-29 13:10:00,325.615
2020-01-29 13:20:00,326.2
2020-01-29 13:30:00,326.77
2020-01-29 13:40:00,326.73
