TimeStamp,AAPL
2020-11-06 09:30:00,119.03
2020-11-06 09:40:00,116.485
2020-11-06 09:50:00,116.6
2020-11-06 10:00:00,116.3062
2020-11-06 10:10:00,116.71
2020-11-06 10:20:00,117.04
2020-11-06 10:30:00,117.51
2020-11-06 10:40:00,117.2895
2020-11-06 10:50:00,117.69
2020-11-06 11:00:00,117.4
2020-11-06 11:10:00,118.0808
2020-11-06 11:20:00,117.97
2020-11-06 11:30:00,118.07
2020-11-06 11:40:00,118.2796
2020-11-06 11:50:00,118.57
2020-11-06 12:00:00,118.74
2020-11-06 12:10:00,118.9308
2020-11-06 12:20:00,118.63
2020-11-06 12:30:00,118.425
2020-11-06 12:40:00,118.665
2020-11-06 12:50:00,118.8692
2020-11-06 13:00:00,118.89
2020-11-06 13:10:00,119.0663
2020-11-06 13:20:00,119.0893
2020-11-06 13:30:00,119.12
2020-11-06 13:40:00,118.9601
2020-11-06 13:50:00,119.0157
2020-11-06 14:00:00,119.0105
2020-11-06 14:10:00,119.0952
2020-11-06 14:20:00,119.015
2020-11-06 14:30:00,118.885
2020-11-06 14:40:00,118.75
2020-11-06 14:50:00,118.4
2020-11-06 15:00:00,118.4601
2020-11-06 15:10:00,118.3399
2020-11-06 15:20:00,118.51
2020-11-06 15:30:00,118.36
2020-11-06 15:40:00,118.485
2020-11-06 15:50:00,118.9593
2020-11-06 16:00:00,118.56
2020-11-09 09:30:00,118.69
2020-11-09 09:40:00,119.1
2020-11-09 09:50:00,120.3
2020-11-09 10:00:00,119.76
2020-11-09 10:10:00,120.63
2020-11-09 10:20:00,121.625
2020-11-09 10:30:00,121.6173
2020-11-09 10:40:00,121.13
2020-11-09 10:50:00,120.165
2020-11-09 11:00:00,120.5886
2020-11-09 11:10:00,120.5
2020-11-09 11:20:00,121.14
2020-11-09 11:30:00,121.54
2020-11-09 11:40:00,121.415
2020-11-09 11:50:00,120.85
2020-11-09 12:00:00,120.5508
2020-11-09 12:10:00,120.64
2020-11-09 12:20:00,120.175
2020-11-09 12:30:00,120.6308
2020-11-09 12:40:00,120.86
2020-11-09 12:50:00,120.5533
2020-11-09 13:00:00,120.82
2020-11-09 13:10:00,120.83
2020-11-09 13:20:00,120.273
2020-11-09 13:30:00,120.06
2020-11-09 13:40:00,119.98
2020-11-09 13:50:00,119.9599
2020-11-09 14:00:00,119.64
2020-11-09 14:10:00,119.58
2020-11-09 14:20:00,119.16
2020-11-09 14:30:00,118.9259
2020-11-09 14:40:00,118.8108
2020-11-09 14:50:00,118.9559
2020-11-09 15:00:00,118.54
2020-11-09 15:10:00,118.6163
2020-11-09 15:20:00,118.6175
2020-11-09 15:30:00,118.005
2020-11-09 15:40:00,118.1102
2020-11-09 15:50:00,117.82
2020-11-09 16:00:00,116.19
2020-11-10 09:30:00,116.32
2020-11-10 09:40:00,116.8034
2020-11-10 09:50:00,116.6554
2020-11-10 10:00:00,115.9
2020-11-10 10:10:00,116.7292
2020-11-10 10:20:00,116.31
2020-11-10 10:30:00,115.495
2020-11-10 10:40:00,114.49
2020-11-10 10:50:00,114.89
2020-11-10 11:00:00,114.9838
2020-11-10 11:10:00,115.72
2020-11-10 11:20:00,115.58
2020-11-10 11:30:00,116.56
2020-11-10 11:40:00,116.58
2020-11-10 11:50:00,117.17
2020-11-10 12:00:00,116.6901
2020-11-10 12:10:00,117.2201
2020-11-10 12:20:00,117.23
2020-11-10 12:30:00,116.8148
2020-11-10 12:40:00,115.93
2020-11-10 12:50:00,116.64
2020-11-10 13:00:00,116.9585
2020-11-10 13:10:00,117.47
2020-11-10 13:20:00,116.6899
2020-11-10 13:30:00,116.57
2020-11-10 13:40:00,116.397
2020-11-10 13:50:00,116.7671
2020-11-10 14:00:00,116.89
2020-11-10 14:10:00,117.115
2020-11-10 14:20:00,116.39
2020-11-10 14:30:00,116.415
2020-11-10 14:40:00,117.1403
2020-11-10 14:50:00,116.69
2020-11-10 15:00:00,116.75
2020-11-10 15:10:00,116.3601
2020-11-10 15:20:00,116.8048
2020-11-10 15:30:00,116.94
2020-11-10 15:40:00,116.45
2020-11-10 15:50:00,116.44
2020-11-10 16:00:00,116.19
2020-11-11 09:30:00,115.97
2020-11-11 09:40:00,117.27
2020-11-11 09:50:00,117.9501
2020-11-11 10:00:00,117.68
2020-11-11 10:10:00,118.3452
2020-11-11 10:20:00,117.988
2020-11-11 10:30:00,118.19
2020-11-11 10:40:00,118.225
2020-11-11 10:50:00,117.9
2020-11-11 11:00:00,118.1792
2020-11-11 11:10:00,117.955
2020-11-11 11:20:00,118.2417
2020-11-11 11:30:00,118.24
2020-11-11 11:40:00,118.2699
2020-11-11 11:50:00,118.465
2020-11-11 12:00:00,118.76
2020-11-11 12:10:00,118.87
2020-11-11 12:20:00,118.82
2020-11-11 12:30:00,118.99
2020-11-11 12:40:00,119.34
2020-11-11 12:50:00,119.3542
2020-11-11 13:00:00,119.2188
2020-11-11 13:10:00,119.0936
2020-11-11 13:20:00,119.4
2020-11-11 13:30:00,119.22
2020-11-11 13:40:00,119.5373
2020-11-11 13:50:00,119.155
2020-11-11 14:00:00,119.09
2020-11-11 14:10:00,119.4139
2020-11-11 14:20:00,119.18
2020-11-11 14:30:00,119.12
2020-11-11 14:40:00,119.31
2020-11-11 14:50:00,118.94
2020-11-11 15:00:00,118.92
2020-11-11 15:10:00,119.1295
2020-11-11 15:20:00,119.18
2020-11-11 15:30:00,118.9199
2020-11-11 15:40:00,119.35
2020-11-11 15:50:00,119.38
2020-11-11 16:00:00,119.57
2020-11-12 09:30:00,119.54
2020-11-12 09:40:00,119.8486
2020-11-12 09:50:00,119.125
2020-11-12 10:00:00,119.7143
2020-11-12 10:10:00,119.82
2020-11-12 10:20:00,119.9339
2020-11-12 10:30:00,119.9801
2020-11-12 10:40:00,120.275
2020-11-12 10:50:00,120.36
2020-11-12 11:00:00,120.21
2020-11-12 11:10:00,120.2701
2020-11-12 11:20:00,119.9614
2020-11-12 11:30:00,119.87
2020-11-12 11:40:00,119.37
2020-11-12 11:50:00,119.295
2020-11-12 12:00:00,119.6045
2020-11-12 12:10:00,119.8626
